#Aplicación presupuestaria,Funcional,Economico,Desc. Funcional,Desc. Economico,Proyecto,Desc. Proyecto,Suma Cons. inicial,Suma Modificaciones,Suma Cons. definitiva,Suma O
,4190,121,Vedat de caça,Retribucions complementar,,,12765.76,0,12765.76,12591.6
,4190,131,Vedat de caça,Personal Laboral eventual,,,0,1501.28,1501.28,4925.53
,4190,160,Vedat de caça,Quotes socials,,,6387.13,18396.67,24783.8,21655.77
,4190,226,Vedat de caça,Despeses diverses,,,0,101800,101800,97598.68
,4190,601,Vedat de caça,Inversió nova en infraest,,,0,0,0,0
,4190,131,Vedat de caça,Personal Laboral eventual,,,0,46732.67,46732.67,46732.67
,4190,226,Vedat de caça,Despeses diverses,,,0,14342.48,14342.48,13536.36
,4190,600,Vedat de caça,Inversions en terrenys,,,0,1482.37,1482.37,0
,4190,623,Vedat de caça,Inv. nova maquinar. intst,,,0,42.7,42.7,42.7
,4250,740,Energía,A Empresa mixta,,,0,7700,7700,0
,4300,226,Promoció Econòmica,Despeses diverses,,,8000,-5000,3000,2307.65
,4300,626,Promoció Econòmica,Inv. nova Equips informat,,,0,6000,6000,6000
,4310,212,Mercat Municipal,Rep.mment.i cons.edificis,,,3000,0,3000,1774.02
,4310,221,Mercat Municipal,Subministres,,,5000,2883.22,7883.22,7703.28
,4311,226,Fira Sant Sebastià,Despeses diverses,,,100000,866.11,100866.11,88969.81
,4330,489,Promoció empresarial,Aportacions i subvencions,,,12600,-1000,11600,11600
,4500,627,Porjectes i direccio obr.,Inv. nova Projec. compex,1021,PROJ. DIREC. OBRES I LLIC,20000,-447.93,19552.07,15493.01
,4500,627,Porjectes i direccio obr.,Inv. nova Projec. compex,,,0,148186.29,148186.29,132379.22
,4520,602,Recursos Hidràulics,Inversio nova en infraest,,,0,4875.62,4875.62,0
,4520,602,Recursos Hidràulics,Inversio nova en infraest,,,0,182241.07,182241.07,159792.07
,4520,611,Recursos Hidràulics,Inversio reposicio infrae,,,0,22240,22240,22240
,4540,601,Camins rurals,Inversió nova en infraest,1022,CAMINS RURALS,18260,65781.3,84041.3,36939.15
,4540,601,Camins rurals,Inversió nova en infraest,1023,CARRIL BICI,1,-1,0,0
,4540,600,Camins rurals,Inversions en terrenys,,,0,0,0,0
,4540,601,Camins rurals,Inversió nova en infraest,,,0,86059.39,86059.39,50213.34
,4540,624,Camins rurals,Inv. nova elem. trasport,,,0,0,0,0
,4540,632,Camins rurals,Inv. repos.Edificis i con,,,0,0,0,0
,4910,489,Mitjans de comunicació,Aportacions i subvencions,,,26000,0,26000,24000
,4911,227,Pàgina web,Treb.real.altres empreses,,,10000,0,10000,9885.68
,4920,206,Administració electrònica,Arrendament equip informa,,,31000,0,31000,30537
,4920,216,Administració electrònica,Rep.mment i cons.E.inform,,,5000,6400.06,11400.06,12732.26
,4920,227,Administració electrònica,Treb.real.altres empreses,,,23000,0,23000,21772.53
,4920,601,Administració electrònica,Inversió nova en infraest,,,0,110795.26,110795.26,108616.18
,4920,641,Administració electrònica,Despeses aplic. informati,,,0,98578.83,98578.83,97652.62
,4920,626,Administració electrònica,Inv. nova Equips informat,1024,PROJEC. MOD e-ADMINISTRAC,115457.57,2595.25,118052.82,38719.66
,4920,626,Administració electrònica,Inv. nova Equips informat,,,0,7000.68,7000.68,7000.68
,4930,120,O.M.I.C.,Retribucions bàsiques,,,13292.02,-483.57,12808.45,12996.26
,4930,121,O.M.I.C.,Retribucions complementar,,,13832.7,0,13832.7,13618.06
,4930,160,O.M.I.C.,Quotes socials,,,7900.18,0,7900.18,6470
,4930,226,O.M.I.C.,Despeses diverses,,,1500,0,1500,1276.42
,9120,100,Órganos de gobierno,Retribucions dedic. exclu,,,180467.79,-14783.98,165683.81,164324.87
,9120,160,Órganos de gobierno,Quotes socials,,,52561.98,0,52561.98,47202.15
,9120,226,Órganos de gobierno,Despeses diverses,,,6000,0,6000,13566.88
,9120,230,Órganos de gobierno,Dietes,,,500,0,500,167.3
,9120,231,Órganos de gobierno,Despeses locomoció,,,500,0,500,371.06
,9120,233,Órganos de gobierno,Assitències,,,116000,-10004.51,105995.49,98890.25
,9121,489,Grups Politics,Aportacions i subvencions,,,25200,-2650,22550,22550
,9122,226,Gabinet de comunicació,Despeses diverses,,,50000,-5075,44925,38980.6
,9200,150,Serveis Generals,Complement Productivitat,,,85166.59,800,85966.59,85824.42
,9200,151,Serveis Generals,Gratificacions,,,25000,-9940.79,15059.21,10819.74
,9200,160,Serveis Generals,Quotes socials,,,32086.46,0,32086.46,3577
,9200,222,Serveis Generals,Servei de comunicacions,,,15000,12500.62,27500.62,32678.85
,9200,226,Serveis Generals,Despeses diverses,,,5000,-1098.99,3901.01,0
,9200,230,Serveis Generals,Dietes,,,2000,0,2000,2065.14
,9200,231,Serveis Generals,Despeses locomoció,,,3000,146,3146,1691.98
,9201,120,Secretaria,Retribucions bàsiques,,,133680.68,-4348.79,129331.89,128846.77
,9201,121,Secretaria,Retribucions complementar,,,181835.36,-5552.45,176282.91,180348.12
,9201,160,Secretaria,Quotes socials,,,91895.33,0,91895.33,78257.83
,9202,203,Oficines Municipals,Arrendament maquinaria,,,14800,-1000,13800,12400.27
,9202,213,Oficines Municipals,Rep.mment i cons.Maquinar,,,20000,0,20000,19031.83
,9202,220,Oficines Municipals,Material oficina,,,115000,-6025.75,108974.25,101933.44
,9202,221,Oficines Municipals,Subministres,,,40000,16651.77,56651.77,56370.51
,9202,222,Oficines Municipals,Servei de comunicacions,,,45000,309.57,45309.57,45309.57
,9202,223,Oficines Municipals,Servei transport/missatge,,,1000,683.79,1683.79,1683.79
,9202,227,Oficines Municipals,Treb.real.altres empreses,,,500,0,500,0
,9202,625,Oficines Municipals,Inv. nova Mobiliari,1025,MOBILIARI OFICINES MUNIC,25000,3357.34,28357.34,20372.58
,9202,625,Oficines Municipals,Inv. nova Mobiliari,,,0,0,0,0
,9202,626,Oficines Municipals,Inv. nova Equips informat,,,0,0,0,0
,9203,202,Edificis Municipals,Arrendament edifici,,,23800,0,23800,22140.14
,9203,212,Edificis Municipals,Rep.mment.i cons.edificis,,,30000,32742.21,62742.21,44654.96
,9203,227,Edificis Municipals,Treb.real.altres empreses,,,375000,0,375000,360946.2
,9203,632,Edificis Municipals,Inv. repos.Edificis i con,,,0,999137.33,999137.33,67525.38
,9203,622,Edificis Municipals,In. nova Edificis i const,1026,ADQUISICIO CINEMA KING,1,-1,0,0
,9203,622,Edificis Municipals,In. nova Edificis i const,1027,MAGATZEM MUNICIPAL,1,-1,0,0
,9203,622,Edificis Municipals,In. nova Edificis i const,1028,EDIFICI MULTIFUNCIONAL,1,-1,0,0
,9203,610,Edificis Municipals,Inversiones en terrenos.,,,0,2716.08,2716.08,2716.08
,9203,622,Edificis Municipals,In. nova Edificis i const,,,0,271702.38,271702.38,642.66
,9203,632,Edificis Municipals,Inv. repos.Edificis i con,,,0,701386.39,701386.39,701386.39
,9204,120,Departament informàtica,Retribucions bàsiques,,,29344.84,-1147.4,28197.44,26249.47
,9204,121,Departament informàtica,Retribucions complementar,,,39189.36,0,39189.36,38760.08
,9204,160,Departament informàtica,Quotes socials,,,19960.86,0,19960.86,17529.27
,9205,227,Asses. i defensa lletrada,Treb.real.altres empreses,,,15000,-1754.41,13245.59,13245.59
,9206,224,Bens Municipals,Contracte de segur,,,57000,-3131.33,53868.67,52431.59
,9207,226,Jutjat,Despeses diverses,,,2500,5353.31,7853.31,7853.31
,9209,120,Departament de Personal,Retribucions bàsiques,,,97586.72,-4114.39,93472.33,73224.28
,9209,121,Departament de Personal,Retribucions complementar,,,123692.52,-31255.45,92437.07,95135.16
,9209,131,Departament de Personal,Personal Laboral eventual,,,0,0,0,12679.67
,9209,160,Departament de Personal,Quotes socials,,,64448.48,0,64448.48,48003.4
,9220,120,Coord.i orga.instituciona,Retribucions bàsiques,,,36061.62,-2214.61,33847.01,33939.18
,9220,121,Coord.i orga.instituciona,Retribucions complementar,,,64699.88,0,64699.88,64077.4
,9220,160,Coord.i orga.instituciona,Quotes socials,,,29347.2,0,29347.2,19939.64
,9240,226,Participació ciutadana,Despeses diverses,,,8000,-1550,6450,5243.1
,9240,489,Participació ciutadana,Aportacions i subvencions,,,3000,-1124,1876,1295
,9250,120,Atenció ciutada i U.Admin,Retribucions bàsiques,,,193480.84,3916.34,197397.18,192884.65
,9250,121,Atenció ciutada i U.Admin,Retribucions complementar,,,242757.66,-3346.29,239411.37,242504.66
,9250,131,Atenció ciutada i U.Admin,Personal Laboral eventual,,,17159.28,0,17159.28,6780.98
,9250,160,Atenció ciutada i U.Admin,Quotes socials,,,132053.94,0,132053.94,126137.28
,9290,270,Imprevistos Diputacio,Despeses imprevistes,,,3500,-3500,0,0
,9291,270,Indemnitzacions,Despeses imprevistes,,,125000,73000,198000,196664.2
,9291,352,Indemnitzacions,Interessos de demora,,,0,0,0,0
,9291,353,Indemnitzacions,Operacions d'intercanvi,,,1,0,1,0.19
,9292,120,Taller,Retribucions bàsiques,,,30500.54,-703.57,29796.97,30179.39
,9292,121,Taller,Retribucions complementar,,,36856.4,0,36856.4,36357.84
,9292,160,Taller,Quotes socials,,,19617.98,0,19617.98,19175.7
,9292,226,Taller,Despeses diverses,,,3000,-2600.44,399.56,399.56
,9310,120,Àrea Econòmica,Retribucions bàsiques,,,104436.64,-13150.27,91286.37,73397.46
,9310,121,Àrea Econòmica,Retribucions complementar,,,161082.32,-48996.7,112085.62,114163.37
,9310,131,Àrea Econòmica,Personal Laboral eventual,,,0,0,0,0
,9310,160,Àrea Econòmica,Quotes socials,,,77333.47,0,77333.47,51236.68
,9310,626,Àrea Econòmica,Inv. nova Equips informat,,,0,0,0,0
,9320,227,Recaptació Tributs,Treb.real.altres empreses,,,55000,17901.47,72901.47,72901.47
,9321,227,Inspecció Tributària,Treb.real.altres empreses,,,6000,-6000,0,0
,9340,359,Entitas finançeres,Otros gastos financieros.,,,500,0,500,446.1
,9420,466,Transf.Entid.Locales terr,A altres Ent. agrup.munic,,,8000,-2945.89,5054.11,5054.11
,9430,463,Transf. altres Ent. Local,A Mancomunitats,,,30000,-5000,25000,26667.07
,9430,464,Transf. altres Ent. Local,A Àrees Metropolitanes.,,,70000,-41548.52,28451.48,26784.41
#,,,,,,,14343059.65,9097313.4,23440373.05,18801660.43
