#Aplicación presupuestaria,Programa,Económico,Desc. programa,Descripción,Proyecto,Desc. proyecto,Consig. inicial,Modificaciones,Consig. definit.,Obl. recon. (O)
2017.0.0.3321.0.627,3321,627,Biblioteques públiques,Proyectos complejos,,,1000.0,997.12,,997.12
2017.0.0.3322.0.12009,3322,12009,Arxius,Otras retribuciones básicas,,,41719.35,417.19,,20889.15
2017.0.0.3322.0.12103,3322,12103,Arxius,Otros complementos,,,43093.98,430.94,,20968.66
2017.0.0.3322.0.16000,3322,16000,Arxius,Seguridad Social,,,25892.26,258.92,,9738.28
2017.0.0.3322.0.202,3322,202,Arxius,Arrendament edifici,,,12000.0,,,9000.0
2017.0.0.3322.0.626,3322,626,Arxius,Inversió nova en equips per a procesos d'informació,,,5000.0,,,
2017.0.0.3330.0.13002,3330,13002,Escola de teatre,Personal laboral fix,,,6018.05,60.18,,4152.85
2017.0.0.3330.0.16000,3330,16000,Escola de teatre,Quotes socials,,,1837.66,18.38,,1438.18
2017.0.0.3330.0.22699,3330,22699,Escola de teatre,Despeses diverses,,,8000.0,,,7497.7
2017.0.0.3331.0.22699,3331,22699,Projeccions i representacions teatrals,Despeses diverses,,,29000.0,,,12833.71
2017.0.0.3340.0.22699,3340,22699,Ponència de Cultura,Despeses diverses,,,25000.0,2420.0,,24333.81
2017.0.0.3340.0.489,3340,489,Ponència de Cultura,Aportacions i subvencions,,,39650.0,200.0,,33000.0
2017.0.0.3340.0.625,3340,625,Ponència de Cultura,Mobiliario,,,300.0,,,
2017.1.0.3340.0.780,3340,780,Ponència de Cultura,A instit. sense fi lucre,,,,50.0,,
2017.0.0.3341.0.12009,3341,12009,Casa de la Cultura,Retribucions bàsiques,,,22771.02,227.71,,16254.83
2017.0.0.3341.0.12103,3341,12103,Casa de la Cultura,Retribucions complementar,,,32784.78,327.85,,23593.43
2017.0.0.3341.0.16000,3341,16000,Casa de la Cultura,Quotes socials,,,17008.86,170.09,,10377.3
2017.0.0.3342.0.22699,3342,22699,Setmana lletres valencian,Despeses diverses,,,2500.0,,,299.54
2017.0.0.3343.0.22699,3343,22699,Campanya animació lectura,Despeses diverses,,,1500.0,,,
2017.0.0.3344.0.22699,3344,22699,Projectes cultur. Europeu,Despeses diverses,,,2000.0,,,734.42
2017.0.0.3346.0.22699,3346,22699,Cronista,Otros gastos diversos,,,1000.0,,,
2017.0.0.3347.0.22000,3347,22000,Pomoció d'Ús Valencià,Material oficina,,,500.0,,,242.0
2017.0.0.3347.0.22699,3347,22699,Pomoció d'Ús Valencià,Altres despeses diverses,,,4000.0,,,2112.48
2017.0.0.3370.0.12009,3370,12009,Ponència de Joventut,Retribucions bàsiques,,,37874.04,4372.14,,45023.09
2017.0.0.3370.0.12103,3370,12103,Ponència de Joventut,Retribucions complementar,,,46456.98,5015.61,,55045.01
2017.0.0.3370.0.131,3370,131,Ponència de Joventut,Personal Laboral eventual,,,58402.37,-633.2,,4528.42
2017.0.0.3370.0.16000,3370,16000,Ponència de Joventut,Quotes socials,,,45149.99,4574.49,,26806.74
2017.0.0.3370.0.467,3370,467,Ponència de Joventut,A Consorcios,,,2000.0,,,
2017.0.0.3371.0.22699,3371,22699,"Ponència d'infància, adolescència i joventut",Despeses diverses,,,26000.0,17082.0,,20749.68
2017.0.0.3371.0.625,3371,625,"Ponència d'infància, adolescència i joventut",Mobiliario,,,4000.0,-1159.56,,
2017.0.0.3379.0.212,3379,212,Centre Tercera edat,Rep mnment.conser.edificis i altres construccions,,,1619.84,404.96,,1368.05
2017.0.0.3379.0.22100,3379,22100,Centre Tercera edat,Subministres,,,19402.68,,,7892.17
2017.0.0.3379.0.22699,3379,22699,Centre Tercera edat,Despeses diverses,,,1000.0,,,
2017.0.0.3379.0.489,3379,489,Centre Tercera edat,Aportacions i subvencions,,,7000.0,,,7000.0
2017.0.0.3380.0.12009,3380,12009,Festes Populars,Otras retribuciones básicas,,,20062.24,-1103.49,,15823.97
2017.0.0.3380.0.12103,3380,12103,Festes Populars,Otros complementos,,,23674.6,236.75,,17958.64
2017.0.0.3380.0.131,3380,131,Festes Populars,Laboral temporal,,,4275.82,42.76,,
2017.0.0.3380.0.16000,3380,16000,Festes Populars,Seguridad Social,,,14775.73,147.76,,8086.22
2017.0.0.3380.0.22699,3380,22699,Festes Populars,Despeses diverses,,,116300.0,-6190.0,,24555.68
2017.0.0.3380.0.489,3380,489,Festes Populars,Aportacions i subvencions,,,13989.0,6190.0,,5690.0
2017.0.0.3410.0.22699,3410,22699,Ponència d'Esports,Despeses diverses,,,5800.0,,,2850.62
2017.0.0.3410.0.481,3410,481,Ponència d'Esports,Premis i Beques,,,5000.0,,,
2017.0.0.3410.0.489,3410,489,Ponència d'Esports,Aportacions i subvencions,,,93500.0,10500.0,,81500.0
2017.0.0.3420.0.12009,3420,12009,Piscina d'Estiu,Retribucions bàsiques,,,,4186.25,,5637.91
2017.0.0.3420.0.12103,3420,12103,Piscina d'Estiu,Retribucions complementar,,,,,,2470.12
2017.0.0.3420.0.13002,3420,13002,Piscina d'Estiu,Personal laboral fix,,,14833.44,148.33,,4807.56
2017.0.0.3420.0.131,3420,131,Piscina d'Estiu,Personal Laboral eventual,,,5222.08,52.22,,9884.46
2017.0.0.3420.0.16000,3420,16000,Piscina d'Estiu,Quotes socials,,,6264.78,62.65,,5824.25
2017.0.0.3420.0.213,3420,213,Piscina d'Estiu,Rep.mment i cons.Maquinar,,,,19635.0,,11496.02
2017.0.0.3420.0.22799,3420,22799,Piscina d'Estiu,Treb.real.altres empreses,,,33076.24,,,
2017.0.0.3421.0.12009,3421,12009,Poliesportiu Municipal,Retribucions bàsiques,,,51105.91,511.06,,35799.87
2017.0.0.3421.0.12103,3421,12103,Poliesportiu Municipal,Retribucions complementar,,,79143.45,791.43,,55931.4
2017.0.0.3421.0.131,3421,131,Poliesportiu Municipal,Laboral temporal,,,94.11,0.94,,
2017.0.0.3421.0.16000,3421,16000,Poliesportiu Municipal,Quotes socials,,,39702.7,397.03,,24684.89
2017.0.0.3421.0.212,3421,212,Poliesportiu Municipal,Rep.mment.i cons.edificis,,,464.28,4607.79,,425.42
2017.0.0.3421.0.22100,3421,22100,Poliesportiu Municipal,Subministres,,,48979.2,,,29541.8
2017.0.0.3421.0.622,3421,622,Poliesportiu Municipal,Inversió nova en edificis i altres construccions,,,6300.0,,,6299.99
2017.1.0.3421.0611.622,3421,622,Poliesportiu Municipal,Inversió nova en edificis i altres construccions,0611,Dot. esport. municipals,,80591.94,,39241.44
2017.0.0.3422.0.22100,3422,22100,Piscina coberta,Subministres,,,,26379.26,,
2017.0.0.3422.0.472,3422,472,Piscina coberta,Subvencions per a reducir el preu a pagar pels usuaris,,,126400.0,,,42133.36
2017.1.0.3422.0501.600,3422,600,Piscina coberta,Inversiones en terrenos,0501,Honoraris i urb.Piscina,,169172.76,,
2017.0.0.4100.0.12009,4100,12009,Consell Local Agrari,Retribucions bàsiques,,,59964.94,-16754.47,,34617.57
2017.0.0.4100.0.12103,4100,12103,Consell Local Agrari,Retribucions complementar,,,75669.14,-17811.05,,44726.44
2017.0.0.4100.0.16000,4100,16000,Consell Local Agrari,Quotes socials,,,41466.17,-8925.98,,21643.75
2017.0.0.4100.0.22699,4100,22699,Consell Local Agrari,Despeses diverses,,,5000.0,,,4490.39
2017.0.0.4100.0.632,4100,632,Consell Local Agrari,Edificis i altres contruccions. Consell local agrari.,,,,10584.72,,
2017.1.0.4121.1020.609,4121,609,Millora Medi Natural,Altres inversions noves en infrastructures i bens destinat al ús general,1020,CASA FIGUERO,,75788.56,,16092.17
2017.0.0.4190.0.12009,4190,12009,Vedat de caça,Retribucions bàsiques,,,10138.7,101.39,,7130.72
2017.0.0.4190.0.12103,4190,12103,Vedat de caça,Retribucions complementar,,,12821.03,128.21,,9252.66
2017.0.0.4190.0.131,4190,131,Vedat de caça,Personal Laboral eventual,,,1177.52,11.78,,1106.88
2017.0.0.4190.0.16000,4190,16000,Vedat de caça,Quotes socials,,,7000.84,70.01,,6076.64
2017.1.0.4190.0.131,4190,131,Vedat de caça,Laboral temporal,,,,24978.96,,16118.8
2017.1.0.4190.0.16000,4190,16000,Vedat de caça,Seguretat Social,,,,5703.17,,4524.3
2017.1.0.4190.0.22699,4190,22699,Vedat de caça,Altres despeses diverses,,,,26078.61,,21400.03
2017.1.0.4190.0.600,4190,600,Vedat de caça,Inversiones en terrenos,,,,832.5,,
2017.0.0.4300.0.12009,4300,12009,Promoció Econòmica,Otras retribuciones básicas,,,49239.58,12407.22,,48789.62
2017.0.0.4300.0.12103,4300,12103,Promoció Econòmica,Otros complementos,,,54325.56,15527.86,,52265.27
2017.0.0.4300.0.131,4300,131,Promoció Econòmica,Laboral temporal,,,17139.6,171.4,,
2017.0.0.4300.0.16000,4300,16000,Promoció Econòmica,Seguridad Social,,,37308.16,373.08,,26821.39
2017.0.0.4300.0.22699,4300,22699,Promoció Econòmica,Despeses diverses,,,16000.0,,,4720.41
2017.0.0.4311.0.22699,4311,22699,Fira Sant Sebastià,Despeses diverses,,,70000.0,,,62508.72
2017.0.0.4312.0.212,4312,212,Mercat municipal,Rep.mment.i cons.edificis,,,205.36,51.34,,154.58
2017.0.0.4312.0.22100,4312,22100,Mercat municipal,Subministres,,,7959.12,,,1846.4
2017.0.0.4500.0.627,4500,627,"Porjectes, direcció obres i llicències",Projectes complexos,,,4000.0,,,1936.0
2017.1.0.4500.1021.627,4500,627,"Porjectes, direcció obres i llicències",Projectes complexos,1021,PROJ. DIREC. OBRES I LLIC,,1708.67,,
2017.1.0.4520.0508.609,4520,609,Recursos Hidràulics,Altres inversions noves en infrastructures i bens destinat al ús general,0508,Invers.xarxa aigües pluv.,,104705.75,,
2017.0.0.4540.0.609,4540,609,Camins rurals,Altres inversions noves en infrastructures i bens destinat al ús general,,,19606.28,358.96,,18330.74
2017.1.0.4540.1022.609,4540,609,Camins rurals,Altres inversions noves en infrastructures i bens destinat al ús general,1022,CAMINS RURALS,,3907.62,,
2017.0.0.4910.0.489,4910,489,Mitjans de comunicació,Aportacions i subvencions,,,500.0,,,500.0
2017.0.0.4910.0.780,4910,780,Mitjans de comunicació,A instit. sense fi lucre,,,3500.0,1387.87,,3500.0
2017.0.0.4911.0.22002,4911,22002,Participació i transparència,Material informàtic no inventariable,,,13320.0,-2328.12,,
2017.0.0.4911.0.22602,4911,22602,Participació i transparència,Publicitat i propaganda,,,20000.0,,,3346.96
2017.0.0.4911.0.22799,4911,22799,Participació i transparència,Treb.real.altres empreses,,,3630.0,,,3678.08
2017.0.0.4920.0.216,4920,216,Administració electrònica,Rep mnment.conser.Equips per proces informació,,,13468.24,448.43,,12888.41
2017.0.0.4920.0.22799,4920,22799,Administració electrònica,Treb.real.altres empreses,,,23718.48,3000.0,,11605.74
2017.0.0.4920.0.626,4920,626,Administració electrònica,Equipos para procesos de información,,,80000.0,33458.91,,20490.37
2017.0.0.4920.0.641,4920,641,Administració electrònica,Despeses en aplicacions informàtiques,,,1075.22,6340.48,,1075.2
2017.1.0.4920.1521.626,4920,626,Administració electrònica,Inversió nova en equips per a procesos d'informació,1521,Informática-modernització implantació backoffice [Diputació IFS 2015],,1703.6,,
2017.1.0.4920.1603.626,4920,626,Administració electrònica,Inversió nova en equips per a procesos d'informació,1603,Pla de modernització [prèstec 2016],,30250.0,,30250.0
2017.0.0.4930.0.12009,4930,12009,O.M.I.C.,Retribucions bàsiques,,,13836.55,138.37,,10029.27
2017.0.0.4930.0.12103,4930,12103,O.M.I.C.,Retribucions complementar,,,13828.73,138.29,,9974.59
2017.0.0.4930.0.16000,4930,16000,O.M.I.C.,Quotes socials,,,8439.53,84.4,,4703.44
2017.0.0.4930.0.22699,4930,22699,O.M.I.C.,Despeses diverses,,,1500.0,,,
2017.0.0.9120.0.10001,9120,10001,Òrgans de govern,Altres remuneraciones òrgans de govern,,,124230.0,1242.3,,89001.95
2017.0.0.9120.0.16000,9120,16000,Òrgans de govern,Seguretat Social,,,40995.9,409.96,,27025.26
2017.0.0.9120.0.22699,9120,22699,Òrgans de govern,Despeses diverses,,,9000.0,,,2619.44
2017.0.0.9120.0.233,9120,233,Òrgans de govern,Assitències,,,102842.28,,,71734.5
2017.0.0.9121.0.489,9121,489,Grups Politics,Aportacions i subvencions,,,28200.0,,,19950.0
2017.0.0.9200.0.150,9200,150,Serveis Generals,Productivitat,,,5000.0,,,
2017.0.0.9200.0.16000,9200,16000,Serveis Generals,Serveis generals. Quotes socials.,,,,,,1158.72
2017.0.0.9200.0.23020,9200,23020,Serveis Generals,Dietes del personal no directiu,,,500.0,300.0,,443.63
2017.0.0.9200.0.23120,9200,23120,Serveis Generals,Locomoció del personal no directiu,,,500.0,300.0,,518.72
2017.0.0.9200.0.233,9200,233,Serveis Generals,Altres indemnitzacions- assistències,,,,,,200.0
2017.0.0.9200.1701.16000,9200,16000,Serveis Generals,Seguretat Social,1701,"Pactiques formatives modalitat Post-Transparencia, participació i bon govern",,418.66,,249.5
2017.0.0.9200.1701.481,9200,481,Serveis Generals,Premis i Beques,1701,"Pactiques formatives modalitat Post-Transparencia, participació i bon govern",,6000.0,,5999.99
2017.0.0.9201.0.12009,9201,12009,Secretaria,Altres retribucions bàsiques,,,130784.06,-13717.78,,80535.01
2017.0.0.9201.0.12103,9201,12103,Secretaria,Retribucions complementar,,,186211.09,-16100.59,,116031.1
2017.0.0.9201.0.16000,9201,16000,Secretaria,Quotes socials,,,96704.77,-8836.29,,43334.54
2017.0.0.9202.0.203,9202,203,Oficines Municipals,"Arrendaments de maquinaria, instalacions i utillatge",,,7968.48,145.2,,3970.22
2017.0.0.9202.0.213,9202,213,Oficines Municipals,Rep.mment i cons.Maquinar,,,23689.08,,,15853.09
2017.0.0.9202.0.22000,9202,22000,Oficines Municipals,Material d'oficina ordinari no inventariable,,,15000.0,7316.44,,14965.97
2017.0.0.9202.0.22100,9202,22100,Oficines Municipals,Subministres,,,57904.56,5737.89,,36836.71
2017.0.0.9202.0.22200,9202,22200,Oficines Municipals,Serveis de Telecomunicacions,,,59773.68,2183.55,,56985.92
2017.0.0.9202.0.22699,9202,22699,Oficines Municipals,Altres despeses diverses,,,,,,
2017.0.0.9202.0.625,9202,625,Oficines Municipals,Mobiliario,,,,10649.94,,280.0
2017.1.0.9202.1604.623,9202,623,Oficines Municipals,"Inversió nova en maquinaria, instalacions técniques i utillatge",1604,Instal.lacions tècniques Ajuntament [prèstec 2016],,7050.67,,160.85
2017.1.0.9202.1609.632,9202,632,Oficines Municipals,Inversió reposició edificios i altres construccions,1609,Adequació oficines municipals [prèstec 2016],,10000.0,,7238.51
2017.0.0.9203.0.202,9203,202,Edificis Municipals,Arrendament edifici,,,12000.0,,,10660.0
2017.0.0.9203.0.212,9203,212,Edificis Municipals,Rep.mment.i cons.edificis,,,6000.0,7361.48,,14521.34
2017.0.0.9203.0.22799,9203,22799,Edificis Municipals,Treb.real.altres empreses,,,364106.28,,,213394.55
2017.0.0.9203.0.623,9203,623,Edificis Municipals,"Maquinaria, instalaciones técnicas y utillaje",,,5904.38,,,5904.34
2017.0.0.9203.0.632,9203,632,Edificis Municipals,Inversió reposició edificios i altres construccions,,,11480.52,,,3826.84
2017.1.0.9203.1608.623,9203,623,Edificis Municipals,"Inversió nova en maquinaria, instalacions técniques i utillatge",1608,Instal.lacions joventut [prèstec 2016],,12000.0,,
2017.0.0.9204.0.12009,9204,12009,Departament informàtica,Retribucions bàsiques,,,43254.72,432.55,,31453.86
2017.0.0.9204.0.12103,9204,12103,Departament informàtica,Retribucions complementar,,,53609.73,536.1,,38412.06
2017.0.0.9204.0.16000,9204,16000,Departament informàtica,Quotes socials,,,29689.01,296.89,,17400.5
2017.0.0.9205.0.22799,9205,22799,Asses. i defensa lletrada,Treb.real.altres empreses,,,24843.72,14120.86,,27646.49
2017.0.0.9206.0.224,9206,224,Bens Municipals,Primes de segurs,,,32019.76,8902.65,,39959.62
2017.0.0.9207.0.22699,9207,22699,Jutjat,Despeses diverses,,,500.0,,,459.86
2017.0.0.9209.0.12009,9209,12009,Departament de Personal,Retribucions bàsiques,,,60358.65,-11215.29,,27239.88
2017.0.0.9209.0.12103,9209,12103,Departament de Personal,Retribucions complementar,,,77490.89,-18032.61,,31188.8
2017.0.0.9209.0.16000,9209,16000,Departament de Personal,Quotes socials,,,42303.99,-9253.15,,14628.65
2017.0.0.9250.0.12009,9250,12009,Atenció ciutadà,Retribucions bàsiques,,,56566.52,-6541.67,,34249.18
2017.0.0.9250.0.12103,9250,12103,Atenció ciutadà,Retribucions complementar,,,75483.38,-4907.14,,44003.16
2017.0.0.9250.0.13002,9250,13002,Atenció ciutadà,Otras remuneraciones,,,17807.01,-76.02,,12829.56
2017.0.0.9250.0.16000,9250,16000,Atenció ciutadà,Quotes socials,,,45622.08,-4997.61,,20854.35
2017.0.0.9291.0.22699,9291,22699,Indemnitzacions,Otros gastos diversos,,,41730.84,34673.24,,47581.31
2017.0.0.9292.0.12009,9292,12009,Taller,Retribucions bàsiques,,,16563.12,-5210.76,,11457.66
2017.0.0.9292.0.12103,9292,12103,Taller,Retribucions complementar,,,21917.23,219.17,,12487.44
2017.0.0.9292.0.16000,9292,16000,Taller,Quotes socials,,,11679.23,-1549.89,,6767.28
2017.0.0.9292.0.22699,9292,22699,Taller,Despeses diverses,,,1.0,,,
2017.0.0.9310.0.12009,9310,12009,Àrea Econòmica,Retribucions bàsiques,,,159376.05,1593.76,,113736.28
2017.0.0.9310.0.12103,9310,12103,Àrea Econòmica,Retribucions complementar,,,224844.78,2248.45,,164580.13
2017.0.0.9310.0.16000,9310,16000,Àrea Econòmica,Quotes socials,,,117308.11,1173.08,,61324.75
2017.0.0.9310.0.22799,9310,22799,Àrea Econòmica,Otros trabajos realizados por otras empresas y profesionales,,,1725.5,362.36,,2087.86
2017.0.0.9320.0.22799,9320,22799,Recaptació Tributs,Treb.real.altres empreses,,,180000.0,207962.51,,330284.11
2017.0.0.9330.1503.632,9330,632,Gestión del patrimonio,Inversió reposició edificios i altres construccions,1503,SUBSTITUCIO LED EDIFICIS [PEEITL],,99941.5,,87947.72
2017.1.0.9330.1517.632,9330,632,Gestión del patrimonio,Edificios y otras construcciones,1517,Habilitació local parc Eres per biblioteca municipal [fase I] [Diputació IFS 2015],,36542.15,,36542.15
2017.1.0.9330.1601.632,9330,632,Gestión del patrimonio,Inversió reposició edificios i altres construccions,1601,REPARACIO OBRES LOCALS CIVICS [EXEC. AVAL ADESVAL],,7177.96,,
2017.1.0.9330.1605.632,9330,632,Gestión del patrimonio,Edificios y otras construcciones,1605,Biblioteca II Fase. [prèstec 2016],,210996.39,,130522.4
2017.0.0.9340.0.359,9340,359,Entitas financeres,Altres despeses financeres,,,500.0,27441.56,,71.05
2017.0.0.9420.0.466,9420,466,Transferencias a Entidades Locales territoriales,A altres entitats que agrupen municipis,,,6445.75,,,5802.29
2017.0.0.9430.0.463,9430,463,Transf. altres Ent. Local,A Mancomunitats,,,24834.7,,,
#,,,,,,,11968483.31,3782022.88,,9085362.62
