#Aplicación presupuestaria,Funcional,Economico,Desc. Funcional,Desc. Economico,Proyecto,Desc. Proyecto,Suma Cons. inicial,Suma Modificaciones,Suma Cons. definitiva,Suma O
,4100,611,Consell Local Agrari,Inversio reposicio infrae,,,0,0,0,0
,4100,611,Consell Local Agrari,Inversio reposicio infrae,1035,Adquisicio terrenys FITA,0,16047.24,16047.24,16047.24
,4120,226,Pla Ecològic ramad. agric,Despeses diverses,,,10000,-10000,0,0
,4121,601,Millora Medi Natural,Inversió nova en infraest,1020,CASA FIGUERO,0,100353.42,100353.42,0
,4190,120,Vedat de caça,Retribucions bàsiques,,,9163.98,-42.1,9121.88,8914.71
,4190,121,Vedat de caça,Retribucions complementar,,,12765.76,0,12765.76,12481.14
,4190,131,Vedat de caça,Personal Laboral eventual,,,0,51594.15,51594.15,46829.66
,4190,160,Vedat de caça,Quotes socials,,,6387.13,18306.75,24693.88,24601.52
,4190,226,Vedat de caça,Despeses diverses,,,0,138213.65,138213.65,38313.94
,4190,601,Vedat de caça,Inversió nova en infraest,,,0,0,0,0
,4190,226,Vedat de caça,Despeses diverses,,,0,5007.44,5007.44,4892.31
,4190,600,Vedat de caça,Inversions en terrenys,,,0,1482.37,1482.37,0
,4250,740,Energía,A Empresa mixta,,,0,0,0,0
,4300,226,Promoció Econòmica,Despeses diverses,,,8000,1850,9850,8529.64
,4300,626,Promoció Econòmica,Inv. nova Equips informat,,,0,0,0,0
,4310,212,Mercat Municipal,Rep.mment.i cons.edificis,,,3000,-600,2400,2656.35
,4310,221,Mercat Municipal,Subministres,,,5000,1666.65,6666.65,6410.3
,4311,226,Fira Sant Sebastià,Despeses diverses,,,100000,-21523.98,78476.02,74974.53
,4330,489,Promoció empresarial,Aportacions i subvencions,,,12600,-8558.26,4041.74,0
,4500,627,Porjectes i direccio obr.,Inv. nova Projec. compex,1021,PROJ. DIREC. OBRES I LLIC,0,0,0,0
,4500,627,Porjectes i direccio obr.,Inv. nova Projec. compex,1021,PROJ. DIREC. OBRES I LLIC,0,19537.1,19537.1,12084.8
,4520,602,Recursos Hidràulics,Inversio nova en infraest,508,Invers.xarxa aigües pluv.,0,160712.05,160712.05,0
,4540,601,Camins rurals,Inversió nova en infraest,,,0,16889.94,16889.94,15540.16
,4540,601,Camins rurals,Inversió nova en infraest,1022,CAMINS RURALS,0,0,0,0
,4540,601,Camins rurals,Inversió nova en infraest,1023,CARRIL BICI,0,0,0,0
,4540,601,Camins rurals,Inversió nova en infraest,907,CAMINS RURALS.,0,0,0,0
,4540,601,Camins rurals,Inversió nova en infraest,1022,CAMINS RURALS,0,87597.86,87597.86,10902.57
,4910,489,Mitjans de comunicació,Aportacions i subvencions,,,26000,0,26000,20000
,4910,623,Mitjans de comunicació,Inv. nova maquinar. intst,,,0,0,0,0
,4911,227,gabinet comunicació,Treb.real.altres empreses,,,10000,-2000,8000,5440.8
,4920,206,Administració electrònica,Arrendament equip informa,,,31000,-724,30276,30798
,4920,216,Administració electrònica,Rep.mment i cons.E.inform,,,5000,7259.47,12259.47,17331.93
,4920,227,Administració electrònica,Treb.real.altres empreses,,,23000,6021.64,29021.64,23427.18
,4920,601,Administració electrònica,Inversió nova en infraest,,,0,0,0,0
,4920,641,Administració electrònica,Despeses aplic. informati,,,0,0,0,0
,4920,626,Administració electrònica,Inv. nova Equips informat,1024,PROJEC. MOD e-ADMINISTRAC,0,0,0,0
,4920,626,Administració electrònica,Inv. nova Equips informat,1024,PROJEC. MOD e-ADMINISTRAC,0,76737.91,76737.91,76651.41
,4930,120,O.M.I.C.,Retribucions bàsiques,,,13292.02,-532.18,12759.84,12774.28
,4930,121,O.M.I.C.,Retribucions complementar,,,13832.7,0,13832.7,13457.08
,4930,160,O.M.I.C.,Quotes socials,,,7900.18,343.51,8243.69,8375.54
,4930,226,O.M.I.C.,Despeses diverses,,,1500,-300,1200,0
,9120,100,Órganos de gobierno,Retribucions dedic. exclu,,,180467.79,-42269.59,138198.2,127525.32
,9120,110,Órganos de gobierno,Retrib. personal eventual,,,0,447.19,447.19,17947.19
,9120,160,Órganos de gobierno,Quotes socials,,,52561.98,7382.6,59944.58,52890.26
,9120,226,Órganos de gobierno,Despeses diverses,,,6000,-1400,4600,7873.42
,9120,230,Órganos de gobierno,Dietes,,,500,0,500,0
,9120,231,Órganos de gobierno,Despeses locomoció,,,500,0,500,0
,9120,233,Órganos de gobierno,Assitències,,,116000,-24538.57,91461.43,88302.7
,9121,489,Grups Politics,Aportacions i subvencions,,,25200,0,25200,22633.32
,9122,226,Gabinet de comunicació,Despeses diverses,,,50000,-37891.8,12108.2,12085.69
,9200,150,Serveis Generals,Complement Productivitat,,,85166.59,-6348.9,78817.69,78114.39
,9200,151,Serveis Generals,Gratificacions,,,25000,-22925.02,2074.98,2645.19
,9200,160,Serveis Generals,Quotes socials,,,32086.46,-18785.52,13300.94,9025.63
,9200,222,Serveis Generals,Servei de comunicacions,,,15000,-5000,10000,30373
,9200,226,Serveis Generals,Despeses diverses,,,5000,2003.81,7003.81,8671.32
,9200,230,Serveis Generals,Dietes,,,2000,0,2000,981.48
,9200,231,Serveis Generals,Despeses locomoció,,,3000,19709.1,22709.1,1687.11
,9201,120,Secretaria,Retribucions bàsiques,,,133680.68,-10005.96,123674.72,136700.36
,9201,121,Secretaria,Retribucions complementar,,,181835.36,8512.58,190347.94,183434.46
,9201,160,Secretaria,Quotes socials,,,91895.33,17605.04,109500.37,103388.21
,9202,203,Oficines Municipals,Arrendament maquinaria,,,14800,-2960,11840,11666.38
,9202,213,Oficines Municipals,Rep.mment i cons.Maquinar,,,20000,0,20000,22304.62
,9202,220,Oficines Municipals,Material oficina,,,115000,-10500,104500,52788.16
,9202,221,Oficines Municipals,Subministres,,,40000,95760.13,135760.13,176653.24
,9202,222,Oficines Municipals,Servei de comunicacions,,,45000,0,45000,54058.39
,9202,223,Oficines Municipals,Servei transport/missatge,,,1000,0,1000,1088.52
,9202,227,Oficines Municipals,Treb.real.altres empreses,,,500,0,500,0
,9202,623,Oficines Municipals,Inv. nova maquinar. intst,,,0,0,0,0
,9202,625,Oficines Municipals,Inv. nova Mobiliari,1025,MOBILIARI OFICINES MUNIC,0,0,0,0
,9203,202,Edificis Municipals,Arrendament edifici,,,23800,0,23800,25109.64
,9203,212,Edificis Municipals,Rep.mment.i cons.edificis,,,30000,-7963,22037,21795
,9203,227,Edificis Municipals,Treb.real.altres empreses,,,375000,9419.26,384419.26,348972.59
,9203,625,Edificis Municipals,Inv. nova Mobiliari,,,0,0,0,0
,9203,632,Edificis Municipals,Inv. repos.Edificis i con,,,0,0,0,0
,9203,622,Edificis Municipals,In. nova Edificis i const,1026,ADQUISICIO CINEMA KING,0,0,0,0
,9203,622,Edificis Municipals,In. nova Edificis i const,1027,MAGATZEM MUNICIPAL,0,0,0,0
,9203,622,Edificis Municipals,In. nova Edificis i const,1028,EDIFICI MULTIFUNCIONAL,0,0,0,0
,9203,623,Edificis Municipals,Inv. nova maquinar. intst,1101,CLIMAT CASA CULTURAPPOS11,0,130080,130080,0
,9203,622,Edificis Municipals,In. nova Edificis i const,813,Construccions,0,9781.32,9781.32,9781.32
,9203,632,Edificis Municipals,Inv. repos.Edificis i con,1033,Centre Carmen Valero(ZP2),0,883492.18,883492.18,883492.17
,9203,632,Edificis Municipals,Inv. repos.Edificis i con,1034,2ª planta S. Roc (ZP2),0,46718.44,46718.44,43519.84
,9204,120,Departament informàtica,Retribucions bàsiques,,,29344.84,-2248.2,27096.64,27605.16
,9204,121,Departament informàtica,Retribucions complementar,,,39189.36,0,39189.36,38680.84
,9204,160,Departament informàtica,Quotes socials,,,19960.86,3087.8,23048.66,22982.26
,9205,227,Asses. i defensa lletrada,Treb.real.altres empreses,,,15000,-5000,10000,9462.07
,9206,224,Bens Municipals,Contracte de segur,,,57000,-1222.74,55777.26,55776.94
,9207,226,Jutjat,Despeses diverses,,,2500,4336.35,6836.35,6836.35
,9209,120,Departament de Personal,Retribucions bàsiques,,,97586.72,-2301.07,95285.65,89944.17
,9209,121,Departament de Personal,Retribucions complementar,,,123692.52,-7367.5,116325.02,117667.02
,9209,131,Departament de Personal,Personal Laboral eventual,,,0,0,0,4233.18
,9209,160,Departament de Personal,Quotes socials,,,64448.48,8200,72648.48,71610.54
,9220,120,Coord.i orga.instituciona,Retribucions bàsiques,,,36061.62,-3568.34,32493.28,36962.8
,9220,121,Coord.i orga.instituciona,Retribucions complementar,,,64699.88,-9841.94,54857.94,48648.27
,9220,160,Coord.i orga.instituciona,Quotes socials,,,29347.2,-1173.21,28173.99,24296.27
,9240,226,Participació ciutadana,Despeses diverses,,,8000,-8000,0,0
,9240,489,Participació ciutadana,Aportacions i subvencions,,,3000,-3000,0,0
,9250,120,Atenció ciutada i U.Admin,Retribucions bàsiques,,,193480.84,-24151.2,169329.64,179358
,9250,121,Atenció ciutada i U.Admin,Retribucions complementar,,,242757.66,-12244.7,230512.96,228892.52
,9250,131,Atenció ciutada i U.Admin,Personal Laboral eventual,,,17159.28,-7351.34,9807.94,0
,9250,160,Atenció ciutada i U.Admin,Quotes socials,,,132053.94,9229.88,141283.82,141829.46
,9290,270,Imprevistos Diputacio,Despeses imprevistes,,,3500,-3500,0,0
,9291,270,Indemnitzacions,Despeses imprevistes,,,125000,-97252.27,27747.73,27747.73
,9291,352,Indemnitzacions,Interessos de demora,,,0,0,0,0
,9291,353,Indemnitzacions,Operacions d'intercanvi,,,1,0,1,0
,9292,120,Taller,Retribucions bàsiques,,,30500.54,-728.68,29771.86,31210.1
,9292,121,Taller,Retribucions complementar,,,36856.4,0,36856.4,35068.19
,9292,160,Taller,Quotes socials,,,19617.98,5182.31,24800.29,24601.42
,9292,226,Taller,Despeses diverses,,,3000,-2752.98,247.02,247.02
,9310,120,Àrea Econòmica,Retribucions bàsiques,,,104436.64,-17965.21,86471.43,84572.87
,9310,121,Àrea Econòmica,Retribucions complementar,,,161082.32,-29807.6,131274.72,129546.46
,9310,131,Àrea Econòmica,Personal Laboral eventual,,,0,0,0,0
,9310,160,Àrea Econòmica,Quotes socials,,,77333.47,-6084.76,71248.71,68378.69
,9320,227,Recaptació Tributs,Treb.real.altres empreses,,,55000,28499.85,83499.85,83499.85
,9321,227,Inspecció Tributària,Treb.real.altres empreses,,,6000,-6000,0,0
,9340,359,Entitas finançeres,Otros gastos financieros.,,,500,7527.69,8027.69,8026.8
,9420,466,Transf.Entid.Locales terr,A altres Ent. agrup.munic,,,8000,-2500,5500,5078.64
,9430,463,Transf. altres Ent. Local,A Mancomunitats,,,30000,-13000,17000,36183.79
,9430,464,Transf. altres Ent. Local,A Àrees Metropolitanes.,,,70000,-8547.47,61452.53,42268.74
#,,,,,,,13321897.08,3255045.96,16576943.04,14567200.42
