#Aplicación presupuestaria,Área gasto,Programa,Desc. programa,Económico,Desc. capítulo,Desc. económico,Proyecto,Desc. proyecto,Consig. inicial,Modificaciones,Consig. definit.,Obl. recon. (O)
2018.0.0.3261.0.16000,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3261,Centre de formació de persones adultes,16000,GASTOS DE PERSONAL,Seguretat Social,,,17504.52,0.0,17504.52,16343.43
2018.0.0.3262.0.16000,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3262,Programa suport a l'educació,16000,GASTOS DE PERSONAL,Seguretat Social,,,1141.8,45.59,1187.39,1187.39
2018.0.0.3264.0.12009,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3264,Gabinet psicopedagògic,12009,GASTOS DE PERSONAL,Altres retribucions bàsiques,,,34230.95,0.0,34230.95,34685.32
2018.0.0.3264.0.12103,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3264,Gabinet psicopedagògic,12103,GASTOS DE PERSONAL,Altres retribucions complementàries,,,37522.47,0.0,37522.47,38132.5
2018.0.0.3264.0.16000,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3264,Gabinet psicopedagògic,16000,GASTOS DE PERSONAL,Seguretat Social,,,22243.56,0.0,22243.56,20822.67
2018.0.0.3300.0.12009,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3300,Animador Cultural,12009,GASTOS DE PERSONAL,Altres retribucions bàsiques,,,19579.13,0.0,19579.13,19899.3
2018.0.0.3300.0.12103,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3300,Animador Cultural,12103,GASTOS DE PERSONAL,Altres retribucions complementàries,,,18761.23,790.07,19551.3,19066.25
2018.0.0.3300.0.16000,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3300,Animador Cultural,16000,GASTOS DE PERSONAL,Seguretat Social,,,11885.51,884.44,12769.95,12934.83
2018.0.0.3321.0.12009,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3321,Biblioteques públiques,12009,GASTOS DE PERSONAL,Altres retribucions bàsiques,,,50641.85,4621.84,55263.69,56222.41
2018.0.0.3321.0.12103,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3321,Biblioteques públiques,12103,GASTOS DE PERSONAL,Altres retribucions complementàries,,,47610.94,0.0,47610.94,51969.14
2018.0.0.3321.0.16000,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3321,Biblioteques públiques,16000,GASTOS DE PERSONAL,Seguretat Social,,,30458.36,0.0,30458.36,25141.44
2018.0.0.3322.0.12009,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3322,Arxius,12009,GASTOS DE PERSONAL,Altres retribucions bàsiques,,,43765.47,-18320.93,25444.54,25444.54
2018.0.0.3322.0.12103,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3322,Arxius,12103,GASTOS DE PERSONAL,Altres retribucions complementàries,,,47309.07,0.0,47309.07,24789.59
2018.0.0.3322.0.16000,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3322,Arxius,16000,GASTOS DE PERSONAL,Seguretat Social,,,28233.11,-12210.77,16022.34,13597.33
2018.0.0.3330.0.13002,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3330,Escola de teatre,13002,GASTOS DE PERSONAL,Altres retribucions personal laborar fix,,,6047.72,0.0,6047.72,5993.41
2018.0.0.3330.0.16000,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3330,Escola de teatre,16000,GASTOS DE PERSONAL,Seguretat Social,,,1874.79,0.0,1874.79,1903.64
2018.0.0.3341.0.12009,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3341,Casa de la Cultura,12009,GASTOS DE PERSONAL,Altres retribucions bàsiques,,,22679.21,0.0,22679.21,23086.8
2018.0.0.3341.0.12103,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3341,Casa de la Cultura,12103,GASTOS DE PERSONAL,Altres retribucions complementàries,,,32736.93,0.0,32736.93,33269.25
2018.0.0.3341.0.16000,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3341,Casa de la Cultura,16000,GASTOS DE PERSONAL,Seguretat Social,,,17179.0,0.0,17179.0,16158.55
2018.0.0.3370.0.12009,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3370,Ponència de Joventut,12009,GASTOS DE PERSONAL,Altres retribucions bàsiques,,,37188.15,26771.51,63959.66,73942.32
2018.0.0.3370.0.12103,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3370,Ponència de Joventut,12103,GASTOS DE PERSONAL,Altres retribucions complementàries,,,46407.48,36383.64,82791.12,89915.57
2018.0.0.3370.0.131,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3370,Ponència de Joventut,131,GASTOS DE PERSONAL,Laboral temporal,,,30225.52,14515.0,44740.52,21964.72
2018.0.0.3370.0.16000,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3370,Ponència de Joventut,16000,GASTOS DE PERSONAL,Seguretat Social,,,35889.07,16278.7,52167.77,50536.46
2018.0.0.3380.0.12009,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3380,Festes Populars,12009,GASTOS DE PERSONAL,Altres retribucions bàsiques,,,20041.73,13046.42,33088.15,35076.66
2018.0.0.3380.0.12103,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3380,Festes Populars,12103,GASTOS DE PERSONAL,Altres retribucions complementàries,,,23501.53,12880.41,36381.94,39554.63
2018.0.0.3380.0.131,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3380,Festes Populars,131,GASTOS DE PERSONAL,Laboral temporal,,,4318.58,0.0,4318.58,0.0
2018.0.0.3380.0.16000,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3380,Festes Populars,16000,GASTOS DE PERSONAL,Seguretat Social,,,14923.54,6947.88,21871.42,20999.48
2018.0.0.3420.0.13002,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3420,Piscina d'Estiu,13002,GASTOS DE PERSONAL,Altres retribucions personal laborar fix,,,20048.17,0.0,20048.17,5799.98
2018.0.0.3420.0.131,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3420,Piscina d'Estiu,131,GASTOS DE PERSONAL,Laboral temporal,,,5274.3,0.0,5274.3,18590.73
2018.0.0.3420.0.16000,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3420,Piscina d'Estiu,16000,GASTOS DE PERSONAL,Seguretat Social,,,7955.45,0.0,7955.45,7727.18
2018.0.0.3421.0.12009,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3421,Poliesportiu Municipal,12009,GASTOS DE PERSONAL,Altres retribucions bàsiques,,,51045.84,0.0,51045.84,51824.59
2018.0.0.3421.0.12103,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3421,Poliesportiu Municipal,12103,GASTOS DE PERSONAL,Altres retribucions complementàries,,,78565.66,0.0,78565.66,79843.47
2018.0.0.3421.0.16000,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3421,Poliesportiu Municipal,16000,GASTOS DE PERSONAL,Seguretat Social,,,40179.56,0.0,40179.56,38123.0
2018.0.0.4100.0.12009,ACTUACIONES DE CARÁCTER ECONÓMICO,4100,Consell Local Agrari,12009,GASTOS DE PERSONAL,Altres retribucions bàsiques,,,59789.51,-21895.02,37894.49,46412.56
2018.0.0.4100.0.12103,ACTUACIONES DE CARÁCTER ECONÓMICO,4100,Consell Local Agrari,12103,GASTOS DE PERSONAL,Altres retribucions complementàries,,,75310.49,-7305.65,68004.84,61733.48
2018.0.0.4100.0.131,ACTUACIONES DE CARÁCTER ECONÓMICO,4100,Consell Local Agrari,131,GASTOS DE PERSONAL,Laboral temporal,,,0.0,0.0,0.0,1173.74
2018.0.0.4100.0.16000,ACTUACIONES DE CARÁCTER ECONÓMICO,4100,Consell Local Agrari,16000,GASTOS DE PERSONAL,Seguretat Social,,,41881.0,-5942.67,35938.33,30911.01
2018.0.0.4190.0.12009,ACTUACIONES DE CARÁCTER ECONÓMICO,4190,Vedat de caça,12009,GASTOS DE PERSONAL,Altres retribucions bàsiques,,,10079.02,0.0,10079.02,10244.23
2018.0.0.4190.0.12103,ACTUACIONES DE CARÁCTER ECONÓMICO,4190,Vedat de caça,12103,GASTOS DE PERSONAL,Altres retribucions complementàries,,,12638.98,0.0,12638.98,12932.64
2018.0.0.4190.0.151,ACTUACIONES DE CARÁCTER ECONÓMICO,4190,Vedat de caça,151,GASTOS DE PERSONAL,Gratificaciones,,,0.0,163.4,163.4,163.4
2018.0.0.4190.0.16000,ACTUACIONES DE CARÁCTER ECONÓMICO,4190,Vedat de caça,16000,GASTOS DE PERSONAL,Seguretat Social,,,7042.58,7681.83,14724.41,9693.97
2018.0.0.4300.0.12009,ACTUACIONES DE CARÁCTER ECONÓMICO,4300,Promoció Econòmica,12009,GASTOS DE PERSONAL,Altres retribucions bàsiques,,,49336.4,0.0,49336.4,60998.87
2018.0.0.4300.0.12103,ACTUACIONES DE CARÁCTER ECONÓMICO,4300,Promoció Econòmica,12103,GASTOS DE PERSONAL,Altres retribucions complementàries,,,54172.46,932.48,55104.94,66435.81
2018.0.0.4300.0.131,ACTUACIONES DE CARÁCTER ECONÓMICO,4300,Promoció Econòmica,131,GASTOS DE PERSONAL,Laboral temporal,,,25543.57,0.0,25543.57,0.0
2018.0.0.4300.0.16000,ACTUACIONES DE CARÁCTER ECONÓMICO,4300,Promoció Econòmica,16000,GASTOS DE PERSONAL,Seguretat Social,,,40517.13,241.05,40758.18,39020.1
2018.0.0.4911.0.11002,ACTUACIONES DE CARÁCTER ECONÓMICO,4911,Participació i transparència,11002,GASTOS DE PERSONAL,Altres remuneraciones personal eventual,,,633.93,0.0,633.93,0.0
2018.0.0.4930.0.12009,ACTUACIONES DE CARÁCTER ECONÓMICO,4930,O.M.I.C.,12009,GASTOS DE PERSONAL,Altres retribucions bàsiques,,,14138.13,0.0,14138.13,14385.95
2018.0.0.4930.0.12103,ACTUACIONES DE CARÁCTER ECONÓMICO,4930,O.M.I.C.,12103,GASTOS DE PERSONAL,Altres retribucions complementàries,,,13727.68,0.0,13727.68,13950.93
2018.0.0.4930.0.16000,ACTUACIONES DE CARÁCTER ECONÓMICO,4930,O.M.I.C.,16000,GASTOS DE PERSONAL,Seguretat Social,,,8638.4,0.0,8638.4,7332.22
2018.0.0.9120.0.10001,ACTUACIONES DE CARÁCTER GENERAL,9120,Òrgans de govern,10001,GASTOS DE PERSONAL,Altres remuneraciones òrgans de govern,,,127278.8,0.0,127278.8,129953.97
2018.0.0.9120.0.16000,ACTUACIONES DE CARÁCTER GENERAL,9120,Òrgans de govern,16000,GASTOS DE PERSONAL,Seguretat Social,,,41405.86,2442.81,43848.67,41173.5
2018.0.0.9201.0.12009,ACTUACIONES DE CARÁCTER GENERAL,9201,Secretaria,12009,GASTOS DE PERSONAL,Altres retribucions bàsiques,,,119470.19,-8622.17,110848.02,111556.41
2018.0.0.9201.0.12103,ACTUACIONES DE CARÁCTER GENERAL,9201,Secretaria,12103,GASTOS DE PERSONAL,Altres retribucions complementàries,,,171119.03,-3309.14,167809.89,167502.4
2018.0.0.9201.0.16000,ACTUACIONES DE CARÁCTER GENERAL,9201,Secretaria,16000,GASTOS DE PERSONAL,Seguretat Social,,,90082.67,-28731.16,61351.51,60950.61
2018.0.0.9204.0.12009,ACTUACIONES DE CARÁCTER GENERAL,9204,Departament informàtica,12009,GASTOS DE PERSONAL,Altres retribucions bàsiques,,,44113.52,3291.51,47405.03,42012.73
2018.0.0.9204.0.12103,ACTUACIONES DE CARÁCTER GENERAL,9204,Departament informàtica,12103,GASTOS DE PERSONAL,Altres retribucions complementàries,,,53461.93,3562.8,57024.73,62849.61
2018.0.0.9204.0.16000,ACTUACIONES DE CARÁCTER GENERAL,9204,Departament informàtica,16000,GASTOS DE PERSONAL,Seguretat Social,,,30248.39,2190.33,32438.72,15768.6
2018.0.0.9209.0.12009,ACTUACIONES DE CARÁCTER GENERAL,9209,Departament de Personal,12009,GASTOS DE PERSONAL,Altres retribucions bàsiques,,,60864.43,-23233.56,37630.87,38029.16
2018.0.0.9209.0.12103,ACTUACIONES DE CARÁCTER GENERAL,9209,Departament de Personal,12103,GASTOS DE PERSONAL,Altres retribucions complementàries,,,77442.66,-25565.87,51876.79,51876.79
2018.0.0.9209.0.16000,ACTUACIONES DE CARÁCTER GENERAL,9209,Departament de Personal,16000,GASTOS DE PERSONAL,Seguretat Social,,,42875.2,-29108.92,13766.28,13367.99
2018.0.0.9250.0.12009,ACTUACIONES DE CARÁCTER GENERAL,9250,Atenció ciutadà,12009,GASTOS DE PERSONAL,Altres retribucions bàsiques,,,51741.3,-18919.09,32822.21,44846.01
2018.0.0.9250.0.12103,ACTUACIONES DE CARÁCTER GENERAL,9250,Atenció ciutadà,12103,GASTOS DE PERSONAL,Altres retribucions complementàries,,,67402.24,0.0,67402.24,57621.25
2018.0.0.9250.0.13002,ACTUACIONES DE CARÁCTER GENERAL,9250,Atenció ciutadà,13002,GASTOS DE PERSONAL,Altres retribucions personal laborar fix,,,17921.12,0.0,17921.12,18014.21
2018.0.0.9250.0.16000,ACTUACIONES DE CARÁCTER GENERAL,9250,Atenció ciutadà,16000,GASTOS DE PERSONAL,Seguretat Social,,,42490.05,0.0,42490.05,32410.22
2018.0.0.9292.0.12009,ACTUACIONES DE CARÁCTER GENERAL,9292,Taller,12009,GASTOS DE PERSONAL,Altres retribucions bàsiques,,,16380.17,0.0,16380.17,16200.56
2018.0.0.9292.0.12103,ACTUACIONES DE CARÁCTER GENERAL,9292,Taller,12103,GASTOS DE PERSONAL,Altres retribucions complementàries,,,21671.67,0.0,21671.67,17231.76
2018.0.0.9292.0.16000,ACTUACIONES DE CARÁCTER GENERAL,9292,Taller,16000,GASTOS DE PERSONAL,Seguretat Social,,,11796.07,0.0,11796.07,10455.14
2018.0.0.9310.0.12009,ACTUACIONES DE CARÁCTER GENERAL,9310,Àrea Econòmica,12009,GASTOS DE PERSONAL,Altres retribucions bàsiques,,,175677.81,-21335.69,154342.12,149615.66
2018.0.0.9310.0.12103,ACTUACIONES DE CARÁCTER GENERAL,9310,Àrea Econòmica,12103,GASTOS DE PERSONAL,Altres retribucions complementàries,,,259491.95,-17927.31,241564.64,228602.92
2018.0.0.9310.0.16000,ACTUACIONES DE CARÁCTER GENERAL,9310,Àrea Econòmica,16000,GASTOS DE PERSONAL,Seguretat Social,,,134902.63,-11426.8,123475.83,86954.56
2018.1.0.2318.1711.12009,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2318,Educador de Carrer,12009,GASTOS DE PERSONAL,Altres retribucions bàsiques,1711,Programa Ebro Foods 2017,0.0,5978.33,5978.33,4067.53
2018.1.0.2318.1711.12103,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2318,Educador de Carrer,12103,GASTOS DE PERSONAL,Altres retribucions complementàries,1711,Programa Ebro Foods 2017,0.0,4052.81,4052.81,1117.54
2018.1.0.2318.1711.16000,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2318,Educador de Carrer,16000,GASTOS DE PERSONAL,Seguretat Social,1711,Programa Ebro Foods 2017,0.0,3635.86,3635.86,2318.62
2018.1.0.2411.1704.131,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2411,Promoció de l'ocupació,131,GASTOS DE PERSONAL,Laboral temporal,1704,Garantía juvenil joves qualificatats-EMCUJU/2017/399/46,0.0,126066.77,126066.77,74385.26
2018.1.0.2411.1704.16000,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2411,Promoció de l'ocupació,16000,GASTOS DE PERSONAL,Seguretat Social,1704,Garantía juvenil joves qualificatats-EMCUJU/2017/399/46,0.0,2044.95,2044.95,23510.1
2018.1.0.2411.1705.131,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2411,Promoció de l'ocupació,131,GASTOS DE PERSONAL,Laboral temporal,1705,Garantia juvenil joves no qualificats-EMPUJU/2017/221/46,0.0,266633.63,266633.63,196697.77
2018.1.0.2411.1705.16000,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2411,Promoció de l'ocupació,16000,GASTOS DE PERSONAL,Seguretat Social,1705,Garantia juvenil joves no qualificats-EMPUJU/2017/221/46,0.0,2395.08,2395.08,62413.65
2018.1.0.2411.1715.131,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2411,Promoció de l'ocupació,131,GASTOS DE PERSONAL,Laboral temporal,1715,Contractació persones desocupades llarga duració EMCORD/2017/294/46,0.0,115647.53,115647.53,114133.69
2018.1.0.2411.1715.16000,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2411,Promoció de l'ocupació,16000,GASTOS DE PERSONAL,Seguretat Social,1715,Contractació persones desocupades llarga duració EMCORD/2017/294/46,0.0,38038.99,38038.99,33277.14
2018.1.0.4190.0.12009,ACTUACIONES DE CARÁCTER ECONÓMICO,4190,Vedat de caça,12009,GASTOS DE PERSONAL,Altres retribucions bàsiques,,,0.0,219.89,219.89,0.0
2018.1.0.4190.0.12103,ACTUACIONES DE CARÁCTER ECONÓMICO,4190,Vedat de caça,12103,GASTOS DE PERSONAL,Altres retribucions complementàries,,,0.0,3.91,3.91,0.0
2018.1.0.4190.0.131,ACTUACIONES DE CARÁCTER ECONÓMICO,4190,Vedat de caça,131,GASTOS DE PERSONAL,Laboral temporal,,,0.0,60246.41,60246.41,35316.2
2018.1.0.4190.0.16000,ACTUACIONES DE CARÁCTER ECONÓMICO,4190,Vedat de caça,16000,GASTOS DE PERSONAL,Seguretat Social,,,0.0,11863.64,11863.64,10683.74
2018.0.0.1320.0.204,SERVICIOS PÚBLICOS BÁSICOS,1320,Seguretat i orgre públic,204,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Arrendamients de material de transport,,,27576.6,0.0,27576.6,26569.08
2018.0.0.1320.0.213,SERVICIOS PÚBLICOS BÁSICOS,1320,Seguretat i orgre públic,213,GASTOS CORRIENTES EN BIENES Y SERVICIOS,"Rep mnment.conser.maquinaria, instal.técniques i utillatge",,,3000.0,0.0,3000.0,5727.81
2018.0.0.1320.0.214,SERVICIOS PÚBLICOS BÁSICOS,1320,Seguretat i orgre públic,214,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Rep mnment.conser.elements de transport,,,3800.0,123.29,3923.29,2726.07
2018.0.0.1320.0.22103,SERVICIOS PÚBLICOS BÁSICOS,1320,Seguretat i orgre públic,22103,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Combustibles y carburantes,,,12810.71,0.0,12810.71,8985.24
2018.0.0.1320.0.22104,SERVICIOS PÚBLICOS BÁSICOS,1320,Seguretat i orgre públic,22104,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Vestuari,,,27000.0,-11330.97,15669.03,11857.43
2018.0.0.1320.0.22106,SERVICIOS PÚBLICOS BÁSICOS,1320,Seguretat i orgre públic,22106,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Productos farmacéuticos y material sanitario,,,4000.0,0.0,4000.0,1542.45
2018.0.0.1320.0.22199,SERVICIOS PÚBLICOS BÁSICOS,1320,Seguretat i orgre públic,22199,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Otros suministros,,,13800.0,-5000.0,8800.0,4102.44
2018.0.0.1320.0.22699,SERVICIOS PÚBLICOS BÁSICOS,1320,Seguretat i orgre públic,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,7000.0,0.0,7000.0,5535.57
2018.0.0.1330.0.219,SERVICIOS PÚBLICOS BÁSICOS,1330,Control del trànsit,219,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Rep mnment.conser.altre immovilitzat material,,,9286.45,627.71,9914.16,8768.19
2018.0.0.1330.0.22100,SERVICIOS PÚBLICOS BÁSICOS,1330,Control del trànsit,22100,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Energia elèctrica,,,2306.37,795.66,3102.03,2429.24
2018.0.0.1331.0.202,SERVICIOS PÚBLICOS BÁSICOS,1331,Recollida de vehicles,202,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Arrendaments d'edificis i altres construccions,,,3000.0,3000.0,6000.0,6000.0
2018.0.0.1331.0.22799,SERVICIOS PÚBLICOS BÁSICOS,1331,Recollida de vehicles,22799,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres treballs realitzats per altres empreses i professionals,,,24561.9,0.0,24561.9,22172.04
2018.0.0.1531.0.22103,SERVICIOS PÚBLICOS BÁSICOS,1531,Obres,22103,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Combustibles y carburantes,,,8095.96,781.93,8877.89,11519.08
2018.0.0.1531.0.22104,SERVICIOS PÚBLICOS BÁSICOS,1531,Obres,22104,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Vestuari,,,5238.0,0.0,5238.0,2168.61
2018.0.0.1531.0.22699,SERVICIOS PÚBLICOS BÁSICOS,1531,Obres,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,4752.0,0.0,4752.0,4508.55
2018.0.0.1532.0.210,SERVICIOS PÚBLICOS BÁSICOS,1532,Vies públiques,210,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Rep mnment.conser.Infrastructures i bens naturals,,,30000.0,6203.65,36203.65,45333.72
2018.0.0.1532.0.214,SERVICIOS PÚBLICOS BÁSICOS,1532,Vies públiques,214,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Rep mnment.conser.elements de transport,,,14025.0,4978.34,19003.34,9663.42
2018.0.0.1532.0.22699,SERVICIOS PÚBLICOS BÁSICOS,1532,Vies públiques,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,79040.0,-33997.99,45042.01,39298.56
2018.0.0.1600.0.210,SERVICIOS PÚBLICOS BÁSICOS,1600,Clavegueram i Vessam.Aigu,210,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Rep mnment.conser.Infrastructures i bens naturals,,,14530.76,-4693.56,9837.2,1021.13
2018.0.0.1621.0.22799,SERVICIOS PÚBLICOS BÁSICOS,1621,Recogida de residuos,22799,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres treballs realitzats per altres empreses i professionals,,,343118.52,81332.27,424450.79,423834.35
2018.0.0.1630.0.22799,SERVICIOS PÚBLICOS BÁSICOS,1630,Neteja viaria,22799,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres treballs realitzats per altres empreses i professionals,,,378110.37,-950.79,377159.58,370663.32
2018.0.0.1640.0.212,SERVICIOS PÚBLICOS BÁSICOS,1640,Cementeri Municipal,212,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Rep mnment.conser.edificis i altres construccions,,,5604.0,-1615.95,3988.05,4194.73
2018.0.0.1640.0.213,SERVICIOS PÚBLICOS BÁSICOS,1640,Cementeri Municipal,213,GASTOS CORRIENTES EN BIENES Y SERVICIOS,"Rep mnment.conser.maquinaria, instal.técniques i utillatge",,,0.0,0.0,0.0,2807.43
2018.0.0.1640.0.22100,SERVICIOS PÚBLICOS BÁSICOS,1640,Cementeri Municipal,22100,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Energia elèctrica,,,2317.14,3560.71,5877.85,2385.34
2018.0.0.1650.0.210,SERVICIOS PÚBLICOS BÁSICOS,1650,Enllumenat Públic,210,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Rep mnment.conser.Infrastructures i bens naturals,,,18726.9,-3029.43,15697.47,5487.61
2018.0.0.1650.0.213,SERVICIOS PÚBLICOS BÁSICOS,1650,Enllumenat Públic,213,GASTOS CORRIENTES EN BIENES Y SERVICIOS,"Rep mnment.conser.maquinaria, instal.técniques i utillatge",,,11110.0,241.4,11351.4,3375.93
2018.0.0.1650.0.22100,SERVICIOS PÚBLICOS BÁSICOS,1650,Enllumenat Públic,22100,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Energia elèctrica,,,172157.48,54888.34,227045.82,231359.33
2018.0.0.1710.0.210,SERVICIOS PÚBLICOS BÁSICOS,1710,Parcs i Jardins,210,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Rep mnment.conser.Infrastructures i bens naturals,,,167969.15,11687.67,179656.82,180659.57
2018.0.0.1710.0.22199,SERVICIOS PÚBLICOS BÁSICOS,1710,Parcs i Jardins,22199,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Otros suministros,,,4150.0,808.13,4958.13,2672.8
2018.0.0.1710.0.22699,SERVICIOS PÚBLICOS BÁSICOS,1710,Parcs i Jardins,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,12740.0,2336.22,15076.22,14680.47
2018.0.0.1721.0.22699,SERVICIOS PÚBLICOS BÁSICOS,1721,Protecció i millora medi ambient,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,8654.0,1101.5,9755.5,12578.89
2018.0.0.1721.0.22799,SERVICIOS PÚBLICOS BÁSICOS,1721,Protecció i millora medi ambient,22799,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres treballs realitzats per altres empreses i professionals,,,5000.0,2900.0,7900.0,0.0
2018.0.0.2310.0.22699,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2310,Assistència Social,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,1500.0,180.7,1680.7,1530.72
2018.0.0.2311.0.22799,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2311,Emergència social,22799,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres treballs realitzats per altres empreses i professionals,,,10000.0,10500.0,20500.0,16241.5
2018.0.0.2312.0.22799,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2312,Assistència domiciliaria,22799,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres treballs realitzats per altres empreses i professionals,,,18000.0,20464.72,38464.72,9075.28
2018.0.0.2313.0.22699,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2313,Prevenció Drogodependenc.,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,5000.0,0.0,5000.0,1869.45
2018.0.0.2314.0.22699,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2314,Entitats no lucratives,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,2000.0,120.94,2120.94,1720.94
2018.0.0.2315.0.22699,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2315,Departament d'igualtat,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,8000.0,369.96,8369.96,8092.07
