#Aplicación presupuestaria,Programa,Económico,Desc. programa,Desc. económico,Proyecto,Desc. proyecto,Consig. inicial,Modificaciones,Consig. definit.,Obl. recon. (O)
2016.1.0.3200.1501.23020,3200,23020,Ponència d'educació,Del personal no directivo,1501,ERASMUS + Hàbits del somni,,5588.0,5588.0,5123.0
2016.1.0.3200.1501.23120,3200,23120,Ponència d'educació,Del personal no directivo,1501,ERASMUS + Hàbits del somni,,1630.0,1630.0,1571.39
2016.0.0.3230.0.482,3230,482,Ensenyament Preescolar,Guarderia xiquets 0-3 any,,,6500.0,-5000.0,1500.0,
2016.0.0.3230.0.622,3230,622,Ensenyament Preescolar,Edificios y otras construcciones,,,2900.0,,2900.0,2900.0
2016.0.0.3231.0.12009,3231,12009,Ensenyament Primari,Otras retribuciones básicas,,,44968.4,-353.22,44615.18,44937.93
2016.0.0.3231.0.12103,3231,12103,Ensenyament Primari,Otros complementos,,,47072.05,1782.71,48854.76,49188.7
2016.0.0.3231.0.16000,3231,16000,Ensenyament Primari,Seguridad Social,,,28532.54,-1887.98,26644.56,25987.87
2016.0.0.3231.0.212,3231,212,Ensenyament Primari,Edificios y otras construcciones,,,26770.78,52418.57,79189.35,42417.25
2016.0.0.3231.0.22100,3231,22100,Ensenyament Primari,Energía eléctrica,,,122653.21,9501.83,132155.04,104548.18
2016.0.0.3231.0.619,3231,619,Ensenyament Primari,Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,,,71157.98,,71157.98,71157.98
2016.0.0.3231.0.632,3231,632,Ensenyament Primari,Edificios y otras construcciones,,,,1919.73,1919.73,1919.73
2016.0.0.3231.1606.632,3231,632,Ensenyament Primari,Edificios y otras construcciones,1606,Adequació col.legi [prèstec 2016],,40000.0,40000.0,35486.47
2016.0.0.3250.0.131,3250,131,MONITOR DESPERTADOR,Laboral temporal,,,3067.47,,3067.47,1724.15
2016.0.0.3250.0.16000,3250,16000,MONITOR DESPERTADOR,Seguridad Social,,,1012.27,-2355.59,-1343.32,
2016.0.0.3261.0.13002,3261,13002,Escola Permanent d'Adults,Otras remuneraciones,,,47395.5,-1490.0,45905.5,37248.38
2016.0.0.3261.0.131,3261,131,Escola Permanent d'Adults,Laboral temporal,,,11558.53,978.55,12537.08,17252.75
2016.0.0.3261.0.16000,3261,16000,Escola Permanent d'Adults,Seguridad Social,,,18506.91,-17175.74,1331.17,5272.62
2016.0.0.3261.0.212,3261,212,Escola Permanent d'Adults,Edificios y otras construcciones,,,,1422.75,1422.75,1422.75
2016.0.0.3261.0.22699,3261,22699,Escola Permanent d'Adults,Otros gastos diversos,,,1771.2,232.38,2003.58,4138.24
2016.0.0.3261.0.22799,3261,22799,Escola Permanent d'Adults,Otros trabajos realizados por otras empresas y profesionales,,,7083.32,14670.0,21753.32,18220.32
2016.0.0.3262.0.131,3262,131,Beques estudis,Laboral temporal,,,,16057.2,16057.2,15000.0
2016.0.0.3262.0.16000,3262,16000,Beques estudis,Seguridad Social,,,,,,1057.2
2016.0.0.3262.0.481,3262,481,Beques estudis,Premis i Beques,,,60000.0,-40160.03,19839.97,17855.04
2016.1.0.3262.1530.481,3262,481,Beques estudis,Premis i Beques,1530,Xarxa llibres,,85234.98,85234.98,85234.98
2016.0.0.3264.0.12009,3264,12009,Gabinet psicopedagògic,Otras retribuciones básicas,,,46753.14,447.08,47200.22,33661.37
2016.0.0.3264.0.12103,3264,12103,Gabinet psicopedagògic,Otros complementos,,,55726.22,-41142.87,14583.35,38122.93
2016.0.0.3264.0.16000,3264,16000,Gabinet psicopedagògic,Seguridad Social,,,31768.6,-1202.03,30566.57,20565.84
2016.0.0.3265.0.410,3265,410,OOAA Conservatori Música,OOAA Conservatori Música,,,216042.05,,216042.05,216042.05
2016.0.0.3265.0.710,3265,710,OOAA Conservatori Música,A OOAA Conservatori Music,,,3000.0,,3000.0,3000.0
2016.1.0.3265.0240.780,3265,780,OOAA Conservatori Música,A instit. sense fi lucre,0240,Remodelación Casa Cultura,,6.01,6.01,
2016.0.0.3300.0.12009,3300,12009,Animador Cultural,Otras retribuciones básicas,,,19385.18,531.7,19916.88,19592.85
2016.0.0.3300.0.12103,3300,12103,Animador Cultural,Otros complementos,,,18575.41,,18575.41,18899.47
2016.0.0.3300.0.16000,3300,16000,Animador Cultural,Seguridad Social,,,11767.78,850.0,12617.78,12567.86
2016.0.0.3321.0.12009,3321,12009,Bibliotecas públicas,Otras retribuciones básicas,,,44424.35,1193.62,45617.97,49728.97
2016.0.0.3321.0.12103,3321,12103,Bibliotecas públicas,Otros complementos,,,41958.04,,41958.04,47871.36
2016.0.0.3321.0.131,3321,131,Bibliotecas públicas,Laboral temporal,,,9918.54,,9918.54,
2016.0.0.3321.0.16000,3321,16000,Bibliotecas públicas,Seguridad Social,,,30051.66,-4313.67,25737.99,25632.21
2016.0.0.3321.0.212,3321,212,Bibliotecas públicas,Edificios y otras construcciones,,,17.74,511.45,529.19,649.53
2016.0.0.3321.0.22699,3321,22699,Bibliotecas públicas,Otros gastos diversos,,,2500.0,75.13,2575.13,2400.75
2016.0.0.3322.0.12009,3322,12009,Archivos,Otras retribuciones básicas,,,41148.02,-19539.12,21608.9,28196.7
2016.0.0.3322.0.12103,3322,12103,Archivos,Otros complementos,,,42375.39,-1362.94,41012.45,28737.79
2016.0.0.3322.0.16000,3322,16000,Archivos,Seguridad Social,,,25892.26,-17052.9,8839.36,14526.22
2016.0.0.3322.0.202,3322,202,Archivos,Arrendamientos de edificios y otras construcciones,,,12000.0,1737.53,13737.53,13737.53
2016.0.0.3322.0.626,3322,626,Archivos,Equipos para procesos de información,,,1.0,,1.0,
2016.0.0.3330.0.13002,3330,13002,Escola de teatre,Otras remuneraciones,,,5927.95,90.1,6018.05,5990.57
2016.0.0.3330.0.16000,3330,16000,Escola de teatre,Seguridad Social,,,1837.66,240.0,2077.66,2096.17
2016.0.0.3330.0.22699,3330,22699,Escola de teatre,Otros gastos diversos,,,6361.81,7922.51,14284.32,14284.32
2016.0.0.3331.0.22699,3331,22699,Representacions teatrals,Otros gastos diversos,,,8536.23,9824.15,18360.38,18292.65
2016.0.0.3340.0.22699,3340,22699,Ponència de Cultura,Otros gastos diversos,,,21500.0,31152.65,52652.65,51253.77
2016.1.0.3340.0.780,3340,780,Ponència de Cultura,A instit. sense fi lucre,,,,50.0,50.0,
2016.0.0.3341.0.12009,3341,12009,Casa de la Cultura,Otras retribuciones básicas,,,21836.82,,21836.82,22153.34
2016.0.0.3341.0.12103,3341,12103,Casa de la Cultura,Otros complementos,,,24843.47,3441.5,28284.97,28616.4
2016.0.0.3341.0.16000,3341,16000,Casa de la Cultura,Seguridad Social,,,14470.89,400.0,14870.89,14210.95
2016.0.0.3342.0.22699,3342,22699,Setmana lletres valencian,Otros gastos diversos,,,2500.0,933.14,3433.14,3387.69
2016.0.0.3343.0.22699,3343,22699,Campanya animació lectura,Otros gastos diversos,,,1000.0,,1000.0,986.18
2016.0.0.3344.0.22699,3344,22699,Projectes cultur. Europeu,Otros gastos diversos,,,1300.01,1780.0,3080.01,2721.37
2016.0.0.3344.1602.22699,3344,22699,Projectes cultur. Europeu,Otros gastos diversos,1602,Programa ERASMUS + YOU-ME-REFUGEE 2016-1-ES02-KA105-007826,,5440.0,5440.0,5431.21
2016.0.0.3344.1602.481,3344,481,Projectes cultur. Europeu,Premis i Beques,1602,Programa ERASMUS + YOU-ME-REFUGEE 2016-1-ES02-KA105-007826,,1900.0,1900.0,1700.0
2016.0.0.3345.0.489,3345,489,Bandes de Música,Aportacions i subvencions,,,30000.0,17150.0,47150.0,46450.0
2016.0.0.3347.0.12009,3347,12009,Pomoció d'Ús Valencià,Otras retribuciones básicas,,,18327.76,500.24,18828.0,18534.26
2016.0.0.3347.0.12103,3347,12103,Pomoció d'Ús Valencià,Otros complementos,,,16839.62,,16839.62,17133.33
2016.0.0.3347.0.16000,3347,16000,Pomoció d'Ús Valencià,Seguridad Social,,,10901.89,-2039.74,8862.15,8862.18
2016.0.0.3347.0.22000,3347,22000,Pomoció d'Ús Valencià,Ordinario no inventariable,,,200.0,,200.0,
2016.0.0.3347.0.22699,3347,22699,Pomoció d'Ús Valencià,Otros gastos diversos,,,1500.0,4232.57,5732.57,4232.57
2016.1.0.3360.1523.619,3360,619,Arqueología y protección del Patrimonio Histórico-Artístico,Otras inversiones de reposición en infraestructuras y bienes destinados al uso general,1523,Honoraris tècnics seguiment arqueològic plaça Poble [Diputació IFS 2015],,2660.0,2660.0,2660.0
2016.0.0.3360.0.627,3360,627,Arqueología y protección del Patrimonio Histórico-Artístico,Proyectos complejos,,,6133.46,,6133.46,6133.46
2016.0.0.3370.0.12009,3370,12009,Ponència de Joventut,Otras retribuciones básicas,,,27721.32,-16250.98,11470.34,50278.48
2016.0.0.3370.0.12103,3370,12103,Ponència de Joventut,Otros complementos,,,32106.75,25527.81,57634.56,59368.41
2016.0.0.3370.0.131,3370,131,Ponència de Joventut,Laboral temporal,,,42682.63,773.03,43455.66,5270.18
2016.0.0.3370.0.150,3370,150,Ponència de Joventut,Productividad,,,,135.0,135.0,135.0
2016.0.0.3370.0.16000,3370,16000,Ponència de Joventut,Seguridad Social,,,32631.97,245.85,32877.82,29474.19
2016.0.0.3370.0.467,3370,467,Ponència de Joventut,A Consorcios,,,2000.0,,2000.0,2000.0
2016.0.0.3371.0.22699,3371,22699,Centre informacio juvenil,Otros gastos diversos,,,12000.0,16084.57,28084.57,25018.36
2016.0.0.3371.0.625,3371,625,Centre informacio juvenil,Mobiliario,,,2559.15,4102.0,6661.15,6632.01
2016.0.0.3379.0.212,3379,212,Centre Tercera edat,Edificios y otras construcciones,,,1673.05,766.65,2439.7,2693.68
2016.0.0.3379.0.22100,3379,22100,Centre Tercera edat,Energía eléctrica,,,18570.03,,18570.03,17720.23
2016.0.0.3379.0.22699,3379,22699,Centre Tercera edat,Otros gastos diversos,,,1000.0,66.0,1066.0,267.84
2016.0.0.3379.0.489,3379,489,Centre Tercera edat,Aportacions i subvencions,,,5000.0,,5000.0,5000.0
2016.0.0.3380.0.12009,3380,12009,Festes Populars,Otras retribuciones básicas,,,19843.2,624.88,20468.08,21196.12
2016.0.0.3380.0.12103,3380,12103,Festes Populars,Otros complementos,,,23268.75,,23268.75,24635.6
2016.0.0.3380.0.131,3380,131,Festes Populars,Laboral temporal,,,4744.85,,4744.85,
2016.0.0.3380.0.16000,3380,16000,Festes Populars,Seguridad Social,,,14930.51,,14930.51,11265.52
2016.0.0.3380.0.22699,3380,22699,Festes Populars,Otros gastos diversos,,,25000.0,136547.24,161547.24,161508.36
2016.0.0.3380.0.489,3380,489,Festes Populars,Aportacions i subvencions,,,,15000.0,15000.0,13989.0
2016.0.0.3381.0.22699,3381,22699,Junta Local Fallera,Otros gastos diversos,,,,1984.76,1984.76,1984.76
2016.0.0.3410.0.22699,3410,22699,Ponència d'Esports,Otros gastos diversos,,,43306.37,7267.22,50573.59,50411.74
2016.0.0.3410.0.489,3410,489,Ponència d'Esports,Aportacions i subvencions,,,90000.0,,90000.0,79000.0
2016.0.0.3420.0.12009,3420,12009,Piscina d'Estiu,Otras retribuciones básicas,,,,,,11652.89
2016.0.0.3420.0.12103,3420,12103,Piscina d'Estiu,Otros complementos,,,,,,3320.95
2016.0.0.3420.0.13002,3420,13002,Piscina d'Estiu,Otras remuneraciones,,,13690.22,1557.72,15247.94,4821.0
2016.0.0.3420.0.131,3420,131,Piscina d'Estiu,Laboral temporal,,,4748.0,,4748.0,
2016.0.0.3420.0.16000,3420,16000,Piscina d'Estiu,Seguridad Social,,,5810.81,974.29,6785.1,6986.2
2016.0.0.3420.0.213,3420,213,Piscina d'Estiu,"Maquinaria, instalaciones técnicas y utillaje",,,3487.23,13758.59,17245.82,17192.23
2016.0.0.3420.0.22799,3420,22799,Piscina d'Estiu,Otros trabajos realizados por otras empresas y profesionales,,,27606.47,14133.59,41740.06,38103.83
2016.0.0.3421.0.12009,3421,12009,Poliesportiu Municipal,Otras retribuciones básicas,,,49668.88,2270.25,51939.13,50532.49
2016.0.0.3421.0.12103,3421,12103,Poliesportiu Municipal,Otros complementos,,,77786.68,,77786.68,79187.9
2016.0.0.3421.0.16000,3421,16000,Poliesportiu Municipal,Seguridad Social,,,39511.22,,39511.22,36918.18
2016.0.0.3421.0.212,3421,212,Poliesportiu Municipal,Edificios y otras construcciones,,,23656.82,16236.9,39893.72,39746.77
2016.0.0.3421.0.213,3421,213,Poliesportiu Municipal,"Maquinaria, instalaciones técnicas y utillaje",,,14172.52,695.81,14868.33,15460.71
2016.0.0.3421.0.22100,3421,22100,Poliesportiu Municipal,Energía eléctrica,,,68307.32,,68307.32,65758.39
2016.1.0.3421.0611.622,3421,622,Poliesportiu Municipal,Edificios y otras construcciones,0611,Dot. esport. municipals,,41350.5,41350.5,
2016.0.0.3422.0.213,3422,213,Piscines municipals,"Maquinaria, instalaciones técnicas y utillaje",,,122.96,1974.88,2097.84,2097.84
2016.0.0.3422.0.22100,3422,22100,Piscines municipals,Energía eléctrica,,,140829.73,12063.95,152893.68,92965.57
2016.0.0.3422.0.22699,3422,22699,Piscines municipals,Otros gastos diversos,,,34770.13,,34770.13,34770.13
2016.1.0.3422.0501.600,3422,600,Piscines municipals,Inversiones en terrenos,0501,Honoraris i urb.Piscina,,169172.76,169172.76,
2016.0.0.4100.0.12009,4100,12009,Consell Local Agrari,Otras retribuciones básicas,,,59197.0,-22876.96,36320.04,43118.22
2016.0.0.4100.0.12103,4100,12103,Consell Local Agrari,Otros complementos,,,76904.72,-4424.34,72480.38,61488.98
2016.0.0.4100.0.16000,4100,16000,Consell Local Agrari,Seguridad Social,,,42191.53,-21945.23,20246.3,24439.52
2016.0.0.4100.0.22699,4100,22699,Consell Local Agrari,Otros gastos diversos,,,496.8,4000.0,4496.8,4464.4
2016.1.0.4121.1020.609,4121,609,Millora Medi Natural,Otras inversiones nuevas en infraestructuras y bienes destinados al uso general,1020,CASA FIGUERO,,100353.42,100353.42,24564.86
2016.0.0.4190.0.12009,4190,12009,Vedat de caça,Otras retribuciones básicas,,,9726.36,-173.88,9552.48,9885.91
2016.0.0.4190.0.12103,4190,12103,Vedat de caça,Otros complementos,,,12604.22,1553.89,14158.11,12821.01
2016.1.0.4190.0.131,4190,131,Vedat de caça,Laboral temporal,,,,58511.54,58511.54,33532.58
2016.0.0.4190.0.151,4190,151,Vedat de caça,Gratificaciones,,,,,,258.89
2016.0.0.4190.0.16000,4190,16000,Vedat de caça,Seguridad Social,,,6922.48,,6922.48,7667.26
2016.1.0.4190.0.16000,4190,16000,Vedat de caça,Seguridad Social,,,,17058.98,17058.98,11355.81
2016.0.0.4190.0.22699,4190,22699,Vedat de caça,Otros gastos diversos,,,9548.0,19539.08,29087.08,27488.0
2016.1.0.4190.0.22699,4190,22699,Vedat de caça,Otros gastos diversos,,,,29429.08,29429.08,28809.01
2016.1.0.4190.0.600,4190,600,Vedat de caça,Inversiones en terrenos,,,,832.5,832.5,
2016.0.0.4300.0.12009,4300,12009,Promoció Econòmica,Otras retribuciones básicas,,,48847.82,10093.58,58941.4,52823.62
2016.0.0.4300.0.12103,4300,12103,Promoció Econòmica,Otros complementos,,,53636.15,,53636.15,62579.13
2016.0.0.4300.0.16000,4300,16000,Promoció Econòmica,Seguridad Social,,,31770.03,,31770.03,28944.83
2016.0.0.4300.0.22699,4300,22699,Promoció Econòmica,Otros gastos diversos,,,8860.0,2259.0,11119.0,9337.36
2016.0.0.4311.0.22699,4311,22699,Fira Sant Sebastià,Otros gastos diversos,,,10000.0,36090.78,46090.78,45467.73
2016.0.0.4311.0.472,4311,472,Fira Sant Sebastià,Subvenciones para reducir el precio a pagar por los consumidores,,,15000.0,-4100.0,10900.0,
2016.0.0.4311.0.626,4311,626,Fira Sant Sebastià,Equipos para procesos de información,,,,159.0,159.0,159.0
2016.0.0.4312.0.212,4312,212,"Mercados, abastos y lonjas",Edificios y otras construcciones,,,205.36,1579.5,1784.86,1812.63
2016.0.0.4312.0.22100,4312,22100,"Mercados, abastos y lonjas",Energía eléctrica,,,9613.01,,9613.01,3344.57
2016.0.0.4500.0.627,4500,627,Porjectes i direccio obr.,Proyectos complejos,,,85079.65,2013.65,87093.3,85079.65
2016.1.0.4500.1021.627,4500,627,Porjectes i direccio obr.,Proyectos complejos,1021,PROJ. DIREC. OBRES I LLIC,,5586.22,5586.22,2013.65
2016.1.0.4520.0508.609,4520,609,Recursos Hidràulics,Otras inversiones nuevas en infraestructuras y bienes destinados al uso general,0508,Invers.xarxa aigües pluv.,,104705.75,104705.75,
2016.0.0.4540.0.609,4540,609,Camins rurals,Otras inversiones nuevas en infraestructuras y bienes destinados al uso general,,,27911.37,,27911.37,22984.01
2016.1.0.4540.1022.609,4540,609,Camins rurals,Otras inversiones nuevas en infraestructuras y bienes destinados al uso general,1022,CAMINS RURALS,,3907.62,3907.62,
2016.0.0.4910.0.489,4910,489,Mitjans de comunicació,Aportacions i subvencions,,,3000.0,-2500.0,500.0,500.0
2016.0.0.4910.0.623,4910,623,Mitjans de comunicació,"Maquinaria, instalaciones técnicas y utillaje",,,,2612.3,2612.3,2612.3
2016.0.0.4910.0.780,4910,780,Mitjans de comunicació,A instit. sense fi lucre,,,,3500.0,3500.0,3500.0
2016.0.0.4911.0.22602,4911,22602,Gabinet de comunicacio,Publicidad y propaganda,,,4000.0,-800.0,3200.0,2431.54
2016.0.0.4911.0.22799,4911,22799,Gabinet de comunicacio,Otros trabajos realizados por otras empresas y profesionales,,,11020.0,-882.6,10137.4,9693.57
2016.0.0.4911.0.641,4911,641,Gabinet de comunicacio,Gastos en aplicaciones informáticas,,,6200.0,4713.0,10913.0,9438.0
2016.0.0.4920.0.216,4920,216,Administració electrònica,Equipos para procesos de información,,,19661.73,7302.14,26963.87,29504.91
2016.0.0.4920.0.22799,4920,22799,Administració electrònica,Otros trabajos realizados por otras empresas y profesionales,,,30941.75,,30941.75,25878.47
2016.0.0.4920.0.626,4920,626,Administració electrònica,Equipos para procesos de información,,,308.56,,308.56,308.56
2016.0.0.4920.1024.626,4920,626,Administració electrònica,Equipos para procesos de información,1024,PROJEC. MOD e-ADMINISTRAC,,4000.0,4000.0,4000.0
2016.0.0.4920.1603.626,4920,626,Administració electrònica,Equipos para procesos de información,1603,Pla de modernització [prèstec 2016],,55784.15,55784.15,25534.13
2016.1.0.4920.1521.626,4920,626,Administració electrònica,Equipos para procesos de información,1521,Informática-modernització implantació backoffice [Diputació IFS 2015],,85000.0,85000.0,83296.4
2016.0.0.4920.0.641,4920,641,Administració electrònica,Gastos en aplicaciones informáticas,,,5376.1,5075.2,10451.3,10451.2
2016.0.0.4930.0.12009,4930,12009,O.M.I.C.,Otras retribuciones básicas,,,13632.62,440.99,14073.61,13836.58
2016.0.0.4930.0.12103,4930,12103,O.M.I.C.,Otros complementos,,,13591.67,,13591.67,13828.82
2016.0.0.4930.0.16000,4930,16000,O.M.I.C.,Seguridad Social,,,8439.53,-695.21,7744.32,7037.52
2016.0.0.4930.0.22699,4930,22699,O.M.I.C.,Otros gastos diversos,,,200.0,2000.0,2200.0,2000.0
2016.0.0.9120.0.10001,9120,10001,Òrgans de govern,Otras remuneraciones,,,124230.0,7321.31,131551.31,131551.29
2016.0.0.9120.0.16000,9120,16000,Òrgans de govern,Seguridad Social,,,40995.9,,40995.9,40436.76
2016.0.0.9120.0.22699,9120,22699,Òrgans de govern,Otros gastos diversos,,,2000.0,5231.9,7231.9,8194.84
2016.0.0.9120.0.233,9120,233,Òrgans de govern,Otras indemnizaciones,,,102842.28,23249.25,126091.53,113947.5
2016.0.0.9121.0.489,9121,489,Grups Politics,Aportacions i subvencions,,,28200.0,5700.0,33900.0,31350.0
2016.0.0.9122.0.22699,9122,22699,Gabinet de comunicació,Otros gastos diversos,,,8241.8,,8241.8,8241.8
2016.0.0.9200.0.16200,9200,16200,Serveis Generals,Formación y perfeccionamiento del personal,,,,510.0,510.0,510.0
2016.0.0.9200.0.22699,9200,22699,Serveis Generals,Otros gastos diversos,,,500.0,922.02,1422.02,116.78
2016.0.0.9200.0.23020,9200,23020,Serveis Generals,Del personal no directivo,,,,537.65,537.65,912.72
2016.0.0.9200.0.23120,9200,23120,Serveis Generals,Del personal no directivo,,,,,,875.92
2016.0.0.9201.0.12009,9201,12009,Secretaria,Otras retribuciones básicas,,,125391.52,-46338.19,79053.33,103316.09
2016.0.0.9201.0.12103,9201,12103,Secretaria,Otros complementos,,,175999.98,-7960.61,168039.37,139478.31
2016.0.0.9201.0.131,9201,131,Secretaria,Laboral temporal,,,7342.78,-4914.99,2427.79,
2016.0.0.9201.0.16000,9201,16000,Secretaria,Seguridad Social,,,95854.49,-45405.11,50449.38,57175.47
2016.0.0.9202.0.203,9202,203,Oficines Municipals,"Arrendamientos de maquinaria, instalaciones y utillaje",,,7953.96,,7953.96,7732.11
2016.0.0.9202.0.213,9202,213,Oficines Municipals,"Maquinaria, instalaciones técnicas y utillaje",,,19068.39,4237.71,23306.1,23738.34
2016.0.0.9202.0.22000,9202,22000,Oficines Municipals,Ordinario no inventariable,,,10457.91,26829.05,37286.96,37957.95
2016.0.0.9202.0.22100,9202,22100,Oficines Municipals,Energía eléctrica,,,117875.47,33657.6,151533.07,151467.61
2016.0.0.9202.0.22200,9202,22200,Oficines Municipals,Servicios de Telecomunicaciones,,,76888.59,33030.82,109919.41,108433.71
2016.0.0.9202.1604.623,9202,623,Oficines Municipals,"Maquinaria, instalaciones técnicas y utillaje",1604,Instal.lacions tècniques Ajuntament [prèstec 2016],,25047.0,25047.0,17996.33
2016.0.0.9202.0.625,9202,625,Oficines Municipals,Mobiliario,,,2671.81,,2671.81,2671.81
2016.0.0.9202.1609.632,9202,632,Oficines Municipals,Edificios y otras construcciones,1609,Adequació oficines municipals [prèstec 2016],,10000.0,10000.0,
2016.0.0.9203.0.202,9203,202,Edificis Municipals,Arrendamientos de edificios y otras construcciones,,,11400.0,2031.52,13431.52,14031.52
2016.0.0.9203.0.212,9203,212,Edificis Municipals,Edificios y otras construcciones,,,15554.73,41275.41,56830.14,53955.09
2016.0.0.9203.0.22699,9203,22699,Edificis Municipals,Otros gastos diversos,,,,,,485.97
2016.0.0.9203.0.22799,9203,22799,Edificis Municipals,Otros trabajos realizados por otras empresas y profesionales,,,564180.79,48266.63,612447.42,583609.04
2016.0.0.9203.1608.623,9203,623,Edificis Municipals,"Maquinaria, instalaciones técnicas y utillaje",1608,Instal.lacions joventut [prèstec 2016],,12000.0,12000.0,
2016.0.0.9203.0.625,9203,625,Edificis Municipals,Mobiliario,,,968.54,,968.54,968.54
2016.0.0.9203.0.632,9203,632,Edificis Municipals,Edificios y otras construcciones,,,13395.94,,13395.94,13393.94
2016.1.0.9203.1503.632,9203,632,Edificis Municipals,Edificios y otras construcciones,1503,SUBSTITUCIO LED EDIFICIS [PEEITL],,79952.5,79952.5,
2016.1.0.9203.1512.632,9203,632,Edificis Municipals,Edificios y otras construcciones,1512,Restauracio Casa la Palma,,40000.0,40000.0,40000.0
2016.0.0.9204.0.12009,9204,12009,Departament informàtica,Otras retribuciones básicas,,,42838.42,-9569.41,33269.01,39007.0
2016.0.0.9204.0.12103,9204,12103,Departament informàtica,Otros complementos,,,52932.59,1093.44,54026.03,51094.09
2016.0.0.9204.0.16000,9204,16000,Departament informàtica,Seguridad Social,,,29689.01,-7618.97,22070.04,19263.99
2016.0.0.9205.0.22799,9205,22799,Asses. i defensa lletrada,Otros trabajos realizados por otras empresas y profesionales,,,166186.66,240528.74,406715.4,402305.61
2016.0.0.9206.0.224,9206,224,Bens Municipals,Primas de seguros,,,36800.65,13928.72,50729.37,41893.4
2016.0.0.9207.0.22699,9207,22699,Jutjat,Otros gastos diversos,,,2000.0,,2000.0,1847.34
2016.0.0.9209.0.12009,9209,12009,Departament de Personal,Otras retribuciones básicas,,,47980.56,-49823.61,-1843.05,28823.72
2016.0.0.9209.0.12103,9209,12103,Departament de Personal,Otros complementos,,,63084.03,4705.54,67789.57,38121.74
2016.0.0.9209.0.16000,9209,16000,Departament de Personal,Seguridad Social,,,34430.02,-22194.9,12235.12,11236.18
2016.0.0.9240.0.22699,9240,22699,Participació ciutadana,Otros gastos diversos,,,4130.0,322.6,4452.6,4452.6
2016.0.0.9250.0.12009,9250,12009,Atenció ciutada i U.Admin,Otras retribuciones básicas,,,118577.94,-60440.7,58137.24,87066.04
2016.0.0.9250.0.12103,9250,12103,Atenció ciutada i U.Admin,Otros complementos,,,143360.61,-8787.02,134573.59,108760.27
2016.0.0.9250.0.13002,9250,13002,Atenció ciutada i U.Admin,Otras remuneraciones,,,17552.92,,17552.92,17807.0
2016.0.0.9250.0.16000,9250,16000,Atenció ciutada i U.Admin,Seguridad Social,,,86642.36,-30258.46,56383.9,53014.34
2016.0.0.9291.0.22699,9291,22699,Indemnitzacions,Otros gastos diversos,,,11410.26,75956.81,87367.07,87355.59
2016.0.0.9292.0.12009,9292,12009,Taller,Otras retribuciones básicas,,,16217.9,,16217.9,15913.77
2016.0.0.9292.0.12103,9292,12103,Taller,Otros complementos,,,21457.05,,21457.05,17876.43
2016.0.0.9292.0.16000,9292,16000,Taller,Seguridad Social,,,11679.23,,11679.23,9553.64
2016.0.0.9292.0.22699,9292,22699,Taller,Otros gastos diversos,,,624.57,654.66,1279.23,1279.23
2016.0.0.9310.0.12009,9310,12009,Àrea Econòmica,Otras retribuciones básicas,,,155772.2,5807.59,161579.79,155164.19
2016.0.0.9310.0.12103,9310,12103,Àrea Econòmica,Otros complementos,,,221073.75,,221073.75,225138.1
2016.0.0.9310.0.150,9310,150,Àrea Econòmica,Productividad,,,,135.0,135.0,135.0
2016.0.0.9310.0.16000,9310,16000,Àrea Econòmica,Seguridad Social,,,116822.24,-27441.73,89380.51,88960.43
2016.0.0.9310.0.22799,9310,22799,Àrea Econòmica,Otros trabajos realizados por otras empresas y profesionales,,,5989.52,,5989.52,5989.5
2016.0.0.9320.0.22799,9320,22799,Recaptació Tributs,Otros trabajos realizados por otras empresas y profesionales,,,188481.81,14051.28,202533.09,202533.09
2016.0.0.9330.0.632,9330,632,Gestión del patrimonio,Edificios y otras construcciones,,,19989.0,-10890.0,9099.0,
2016.0.0.9330.1601.632,9330,632,Gestión del patrimonio,Edificios y otras construcciones,1601,REPARACIO OBRES LOCALS CIVICS [EXEC. AVAL ADESVAL],,7177.96,7177.96,
2016.0.0.9330.1605.632,9330,632,Gestión del patrimonio,Edificios y otras construcciones,1605,Biblioteca II Fase. [prèstec 2016],,180000.0,180000.0,
2016.1.0.9330.1517.632,9330,632,Gestión del patrimonio,Edificios y otras construcciones,1517,Habilitació local parc Eres per biblioteca municipal [fase I] [Diputació IFS 2015],,120000.0,120000.0,83457.85
2016.1.0.9330.1522.632,9330,632,Gestión del patrimonio,Edificios y otras construcciones,1522,Adaptació escala acces pisciana descoberta [Diputació IFS 2015],,3500.0,3500.0,3500.0
2016.1.0.9330.1525.632,9330,632,Gestión del patrimonio,Edificios y otras construcciones,1525,Substitució tanca protecció piscina/frontenis [Diputació IFS 2015],,8000.0,8000.0,8000.0
2016.1.0.9330.1527.632,9330,632,Gestión del patrimonio,Edificios y otras construcciones,1527,Substitució tanca zona infantil CP Sant Roc [Diputació IFS 2015],,21269.38,21269.38,21269.37
2016.1.0.9330.1528.632,9330,632,Gestión del patrimonio,Edificios y otras construcciones,1528,Instal.lació barana protecció acces Piscina Coberta [Diputació IFS 2015],,9394.6,9394.6,9394.6
2016.0.0.9340.0.359,9340,359,Entitas finançeres,Otros gastos financieros,,,500.0,,500.0,82.92
2016.0.0.9420.0.466,9420,466,Transferencias a Entidades Locales territoriales,A otras Entidades que agrupen municipios,,,9321.95,,9321.95,7585.06
